Seed 1,Year,Round,Region Number,Region Name,Team 1,Team 2,Seed 2
1,1996,1,1,East,Massachusetts,Central Florida,16
8,1996,1,1,East,Bradley,Stanford,9
5,1996,1,1,East,Penn St,Arkansas,12
4,1996,1,1,East,Marquette,Monmouth,13
6,1996,1,1,East,North Carolina,New Orleans,11
3,1996,1,1,East,Texas Tech,Northern Illinois,14
7,1996,1,1,East,New Mexico,Kansas St,10
2,1996,1,1,East,Georgetown,Mississippi Valley St,15
1,1996,1,2,Midwest,Kentucky,San Jose St,16
8,1996,1,2,Midwest,Wisconsin Green Bay,Virginia Tech,9
5,1996,1,2,Midwest,Iowa St,California,12
4,1996,1,2,Midwest,Utah,Canisius,13
6,1996,1,2,Midwest,Louisville,Tulsa,11
3,1996,1,2,Midwest,Villanova,Portland,14
7,1996,1,2,Midwest,Michigan,Texas,10
2,1996,1,2,Midwest,Wake Forest,Louisiana Monroe,15
1,1996,1,3,Southeast,Connecticut,Colgate,16
8,1996,1,3,Southeast,Duke,Eastern Michigan,9
5,1996,1,3,Southeast,Mississippi St,VCU,12
4,1996,1,3,Southeast,UCLA,Princeton,13
6,1996,1,3,Southeast,Indiana,Boston College,11
3,1996,1,3,Southeast,Georgia Tech,Austin Peay,14
7,1996,1,3,Southeast,Temple,Oklahoma,10
2,1996,1,3,Southeast,Cincinnati,UNC Greensboro,15
1,1996,1,4,West,Purdue,Western Carolina,16
8,1996,1,4,West,Georgia,Clemson,9
5,1996,1,4,West,Memphis,Drexel,12
4,1996,1,4,West,Syracuse,Montana St,13
6,1996,1,4,West,Iowa,George Washington,11
3,1996,1,4,West,Arizona,Valparaiso,14
7,1996,1,4,West,Maryland,Santa Clara,10
2,1996,1,4,West,Kansas,South Carolina St,15
