Seed 1,Year,Round,Region Number,Region Name,Team 1,Team 2,Seed 2
1,2007,1,1,East,North Carolina,Eastern Kentucky,16
8,2007,1,1,East,Marquette,Michigan St,9
5,2007,1,1,East,USC,Arkansas,12
4,2007,1,1,East,Texas,New Mexico St,13
6,2007,1,1,East,Vanderbilt,George Washington,11
3,2007,1,1,East,Washington St,Oral Roberts,14
7,2007,1,1,East,Boston College,Texas Tech,10
2,2007,1,1,East,Georgetown,Belmont,15
1,2007,1,2,Midwest,Florida,Jackson St,16
8,2007,1,2,Midwest,Arizona,Purdue,9
5,2007,1,2,Midwest,Butler,Old Dominion,12
4,2007,1,2,Midwest,Maryland,Davidson,13
6,2007,1,2,Midwest,Notre Dame,Winthrop,11
3,2007,1,2,Midwest,Oregon,Miami Ohio,14
7,2007,1,2,Midwest,UNLV,Georgia Tech,10
2,2007,1,2,Midwest,Wisconsin,Texas A&M Corpus Christi,15
1,2007,1,3,South,Ohio St,Central Connecticut St,16
8,2007,1,3,South,BYU,Xavier,9
5,2007,1,3,South,Tennessee,Long Beach St,12
4,2007,1,3,South,Virginia,Albany,13
6,2007,1,3,South,Louisville,Stanford,11
3,2007,1,3,South,Texas A&M,Pennsylvania,14
7,2007,1,3,South,Nevada,Creighton,10
2,2007,1,3,South,Memphis,North Texas,15
1,2007,1,4,West,Kansas,Niagara,16
8,2007,1,4,West,Kentucky,Villanova,9
5,2007,1,4,West,Virginia Tech,Illinois,12
4,2007,1,4,West,Southern Illinois,Holy Cross,13
6,2007,1,4,West,Duke,VCU,11
3,2007,1,4,West,Pittsburgh,Wright St,14
7,2007,1,4,West,Indiana,Gonzaga,10
2,2007,1,4,West,UCLA,Weber St,15
