Seed 1,Year,Round,Region Number,Region Name,Team 1,Team 2,Seed 2
1,2018,1,1,East,Villanova,Radford,16
8,2018,1,1,East,Virginia Tech,Alabama,9
5,2018,1,1,East,West Virginia,Murray St,12
4,2018,1,1,East,Wichita St,Marshall,13
6,2018,1,1,East,Florida,St Bonaventure,11
3,2018,1,1,East,Texas Tech,Stephen F Austin,14
7,2018,1,1,East,Arkansas,Butler,10
2,2018,1,1,East,Purdue,Cal St Fullerton,15
1,2018,1,2,Midwest,Kansas,Pennsylvania,16
8,2018,1,2,Midwest,Seton Hall,NC State,9
5,2018,1,2,Midwest,Clemson,New Mexico St,12
4,2018,1,2,Midwest,Auburn,College of Charleston,13
6,2018,1,2,Midwest,TCU,Syracuse,11
3,2018,1,2,Midwest,Michigan St,Bucknell,14
7,2018,1,2,Midwest,Rhode Island,Oklahoma,10
2,2018,1,2,Midwest,Duke,Iona,15
1,2018,1,3,South,Virginia,UMBC,16
8,2018,1,3,South,Creighton,Kansas St,9
5,2018,1,3,South,Kentucky,Davidson,12
4,2018,1,3,South,Arizona,Buffalo,13
6,2018,1,3,South,Miami,Loyola Chicago,11
3,2018,1,3,South,Tennessee,Wright St,14
7,2018,1,3,South,Nevada,Texas,10
2,2018,1,3,South,Cincinnati,Georgia St,15
1,2018,1,4,West,Xavier,Texas Southern,16
8,2018,1,4,West,Missouri,Florida St,9
5,2018,1,4,West,Ohio St,South Dakota St,12
4,2018,1,4,West,Gonzaga,UNC Greensboro,13
6,2018,1,4,West,Houston,San Diego St,11
3,2018,1,4,West,Michigan,Montana,14
7,2018,1,4,West,Texas A&M,Providence,10
2,2018,1,4,West,North Carolina,Lipscomb,15
