Seed 1,Year,Round,Region Number,Region Name,Team 1,Team 2,Seed 2
1,2004,1,1,Atlanta,Duke,Alabama St,16
8,2004,1,1,Atlanta,Seton Hall,Arizona,9
5,2004,1,1,Atlanta,Illinois,Murray St,12
4,2004,1,1,Atlanta,Cincinnati,East Tennessee St,13
6,2004,1,1,Atlanta,North Carolina,Air Force,11
3,2004,1,1,Atlanta,Texas,Princeton,14
7,2004,1,1,Atlanta,Xavier,Louisville,10
2,2004,1,1,Atlanta,Mississippi St,Monmouth,15
1,2004,1,2,Eastrutherford,St Josephs,Liberty,16
8,2004,1,2,Eastrutherford,Texas Tech,Charlotte,9
5,2004,1,2,Eastrutherford,Florida,Manhattan,12
4,2004,1,2,Eastrutherford,Wake Forest,VCU,13
6,2004,1,2,Eastrutherford,Wisconsin,Richmond,11
3,2004,1,2,Eastrutherford,Pittsburgh,Central Florida,14
7,2004,1,2,Eastrutherford,Memphis,South Carolina,10
2,2004,1,2,Eastrutherford,Oklahoma St,Eastern Washington,15
1,2004,1,3,Phoenix,Stanford,Texas San Antonio,16
8,2004,1,3,Phoenix,Alabama,Southern Illinois,9
5,2004,1,3,Phoenix,Syracuse,BYU,12
4,2004,1,3,Phoenix,Maryland,UTEP,13
6,2004,1,3,Phoenix,Vanderbilt,Western Michigan,11
3,2004,1,3,Phoenix,NC State,Louisiana Lafayette,14
7,2004,1,3,Phoenix,DePaul,Dayton,10
2,2004,1,3,Phoenix,Connecticut,Vermont,15
1,2004,1,4,Stlouis,Kentucky,Florida A&M,16
8,2004,1,4,Stlouis,Washington,UAB,9
5,2004,1,4,Stlouis,Providence,Pacific,12
4,2004,1,4,Stlouis,Kansas,Illinois Chicago,13
6,2004,1,4,Stlouis,Boston College,Utah,11
3,2004,1,4,Stlouis,Georgia Tech,Northern Iowa,14
7,2004,1,4,Stlouis,Michigan St,Nevada,10
2,2004,1,4,Stlouis,Gonzaga,Valparaiso,15
