Seed 1,Year,Round,Region Number,Region Name,Team 1,Team 2,Seed 2
1,2023,1,1,East,Purdue,Fairleigh Dickinson,16
8,2023,1,1,East,Memphis,Florida Atlantic,9
5,2023,1,1,East,Duke,Oral Roberts,12
4,2023,1,1,East,Tennessee,Louisiana Lafayette,13
6,2023,1,1,East,Kentucky,Providence,11
3,2023,1,1,East,Kansas St,Montana St,14
7,2023,1,1,East,Michigan St,USC,10
2,2023,1,1,East,Marquette,Vermont,15
1,2023,1,2,Midwest,Houston,Northern Kentucky,16
8,2023,1,2,Midwest,Iowa,Auburn,9
5,2023,1,2,Midwest,Miami,Drake,12
4,2023,1,2,Midwest,Indiana,Kent St,13
6,2023,1,2,Midwest,Iowa St,Pittsburgh,11
3,2023,1,2,Midwest,Xavier,Kennesaw State,14
7,2023,1,2,Midwest,Texas A&M,Penn St,10
2,2023,1,2,Midwest,Texas,Colgate,15
1,2023,1,3,South,Alabama,Texas A&M Corpus Christi,16
8,2023,1,3,South,Maryland,West Virginia,9
5,2023,1,3,South,San Diego St,College of Charleston,12
4,2023,1,3,South,Virginia,Furman,13
6,2023,1,3,South,Creighton,NC State,11
3,2023,1,3,South,Baylor,Santa Barbara,14
7,2023,1,3,South,Missouri,Utah St,10
2,2023,1,3,South,Arizona,Princeton,15
1,2023,1,4,West,Kansas,Howard,16
8,2023,1,4,West,Arkansas,Illinois,9
5,2023,1,4,West,St Marys,VCU,12
4,2023,1,4,West,Connecticut,Iona,13
6,2023,1,4,West,TCU,Arizona St,11
3,2023,1,4,West,Gonzaga,Grand Canyon,14
7,2023,1,4,West,Northwestern,Boise St,10
2,2023,1,4,West,UCLA,UNC Asheville,15
