Seed 1,Year,Round,Region Number,Region Name,Team 1,Team 2,Seed 2
1,1989,1,1,East,Georgetown,Princeton,16
8,1989,1,1,East,Vanderbilt,Notre Dame,9
5,1989,1,1,East,NC State,South Carolina,12
4,1989,1,1,East,Iowa,Rutgers,13
6,1989,1,1,East,Kansas St,Minnesota,11
3,1989,1,1,East,Stanford,Siena,14
7,1989,1,1,East,West Virginia,Tennessee,10
2,1989,1,1,East,Duke,South Carolina St,15
1,1989,1,2,Midwest,Illinois,McNeese St,16
8,1989,1,2,Midwest,Pittsburgh,Ball St,9
5,1989,1,2,Midwest,Arkansas,Loyola Marymount,12
4,1989,1,2,Midwest,Louisville,Arkansas Little Rock,13
6,1989,1,2,Midwest,Georgia Tech,Texas,11
3,1989,1,2,Midwest,Missouri,Creighton,14
7,1989,1,2,Midwest,Florida,Colorado St,10
2,1989,1,2,Midwest,Syracuse,Bucknell,15
1,1989,1,3,Southeast,Oklahoma,East Tennessee St,16
8,1989,1,3,Southeast,La Salle,Louisiana Tech,9
5,1989,1,3,Southeast,Virginia,Providence,12
4,1989,1,3,Southeast,Florida St,Middle Tennessee St,13
6,1989,1,3,Southeast,Alabama,South Alabama,11
3,1989,1,3,Southeast,Michigan,Xavier,14
7,1989,1,3,Southeast,UCLA,Iowa St,10
2,1989,1,3,Southeast,North Carolina,Southern,15
1,1989,1,4,West,Arizona,Robert Morris,16
8,1989,1,4,West,St Marys,Clemson,9
5,1989,1,4,West,Memphis,DePaul,12
4,1989,1,4,West,UNLV,Idaho,13
6,1989,1,4,West,Oregon St,Evansville,11
3,1989,1,4,West,Seton Hall,Southwest Missouri St,14
7,1989,1,4,West,UTEP,LSU,10
2,1989,1,4,West,Indiana,George Mason,15
