Seed 1,Year,Round,Region Number,Region Name,Team 1,Team 2,Seed 2
1,2009,1,1,East,Pittsburgh,East Tennessee St,16
8,2009,1,1,East,Oklahoma St,Tennessee,9
5,2009,1,1,East,Florida St,Wisconsin,12
4,2009,1,1,East,Xavier,Portland St,13
6,2009,1,1,East,UCLA,VCU,11
3,2009,1,1,East,Villanova,American,14
7,2009,1,1,East,Texas,Minnesota,10
2,2009,1,1,East,Duke,Binghamton,15
1,2009,1,2,Midwest,Louisville,Morehead St,16
8,2009,1,2,Midwest,Ohio St,Siena,9
5,2009,1,2,Midwest,Utah,Arizona,12
4,2009,1,2,Midwest,Wake Forest,Cleveland St,13
6,2009,1,2,Midwest,West Virginia,Dayton,11
3,2009,1,2,Midwest,Kansas,North Dakota St,14
7,2009,1,2,Midwest,Boston College,USC,10
2,2009,1,2,Midwest,Michigan St,Robert Morris,15
1,2009,1,3,South,North Carolina,Radford,16
8,2009,1,3,South,LSU,Butler,9
5,2009,1,3,South,Illinois,Western Kentucky,12
4,2009,1,3,South,Gonzaga,Akron,13
6,2009,1,3,South,Arizona St,Temple,11
3,2009,1,3,South,Syracuse,Stephen F Austin,14
7,2009,1,3,South,Clemson,Michigan,10
2,2009,1,3,South,Oklahoma,Morgan St,15
1,2009,1,4,West,Connecticut,Chattanooga,16
8,2009,1,4,West,BYU,Texas A&M,9
5,2009,1,4,West,Purdue,Northern Iowa,12
4,2009,1,4,West,Washington,Mississippi St,13
6,2009,1,4,West,Marquette,Utah St,11
3,2009,1,4,West,Missouri,Cornell,14
7,2009,1,4,West,California,Maryland,10
2,2009,1,4,West,Memphis,Cal St Northridge,15
