Seed 1,Year,Round,Region Number,Region Name,Team 1,Team 2,Seed 2
1,2011,1,1,East,Ohio St,Texas San Antonio,16
8,2011,1,1,East,George Mason,Villanova,9
5,2011,1,1,East,West Virginia,Clemson,12
4,2011,1,1,East,Kentucky,Princeton,13
6,2011,1,1,East,Xavier,Marquette,11
3,2011,1,1,East,Syracuse,Indiana St,14
7,2011,1,1,East,Washington,Georgia,10
2,2011,1,1,East,North Carolina,Long Island Brooklyn,15
1,2011,1,2,Southeast,Pittsburgh,UNC Asheville,16
8,2011,1,2,Southeast,Butler,Old Dominion,9
5,2011,1,2,Southeast,Kansas St,Utah St,12
4,2011,1,2,Southeast,Wisconsin,Belmont,13
6,2011,1,2,Southeast,St Johns,Gonzaga,11
3,2011,1,2,Southeast,BYU,Wofford,14
7,2011,1,2,Southeast,UCLA,Michigan St,10
2,2011,1,2,Southeast,Florida,Santa Barbara,15
1,2011,1,3,Southwest,Kansas,Boston University,16
8,2011,1,3,Southwest,UNLV,Illinois,9
5,2011,1,3,Southwest,Vanderbilt,Richmond,12
4,2011,1,3,Southwest,Louisville,Morehead St,13
6,2011,1,3,Southwest,Georgetown,VCU,11
3,2011,1,3,Southwest,Purdue,St Peters,14
7,2011,1,3,Southwest,Texas A&M,Florida St,10
2,2011,1,3,Southwest,Notre Dame,Akron,15
1,2011,1,4,West,Duke,Hampton,16
8,2011,1,4,West,Michigan,Tennessee,9
5,2011,1,4,West,Arizona,Memphis,12
4,2011,1,4,West,Texas,Oakland,13
6,2011,1,4,West,Cincinnati,Missouri,11
3,2011,1,4,West,Connecticut,Bucknell,14
7,2011,1,4,West,Temple,Penn St,10
2,2011,1,4,West,San Diego St,Northern Colorado,15
