Seed 1,Year,Round,Region Number,Region Name,Team 1,Team 2,Seed 2
1,2006,1,1,Atlanta,Duke,Southern,16
8,2006,1,1,Atlanta,George Washington,UNC Wilmington,9
5,2006,1,1,Atlanta,Syracuse,Texas A&M,12
4,2006,1,1,Atlanta,LSU,Iona,13
6,2006,1,1,Atlanta,West Virginia,Southern Illinois,11
3,2006,1,1,Atlanta,Iowa,Northwestern St,14
7,2006,1,1,Atlanta,California,NC State,10
2,2006,1,1,Atlanta,Texas,Pennsylvania,15
1,2006,1,2,Minneapolis,Villanova,Monmouth,16
8,2006,1,2,Minneapolis,Arizona,Wisconsin,9
5,2006,1,2,Minneapolis,Nevada,Montana,12
4,2006,1,2,Minneapolis,Boston College,Pacific,13
6,2006,1,2,Minneapolis,Oklahoma,Wisconsin Milwaukee,11
3,2006,1,2,Minneapolis,Florida,South Alabama,14
7,2006,1,2,Minneapolis,Georgetown,Northern Iowa,10
2,2006,1,2,Minneapolis,Ohio St,Davidson,15
1,2006,1,3,Oakland,Memphis,Oral Roberts,16
8,2006,1,3,Oakland,Arkansas,Bucknell,9
5,2006,1,3,Oakland,Pittsburgh,Kent St,12
4,2006,1,3,Oakland,Kansas,Bradley,13
6,2006,1,3,Oakland,Indiana,San Diego St,11
3,2006,1,3,Oakland,Gonzaga,Xavier,14
7,2006,1,3,Oakland,Marquette,Alabama,10
2,2006,1,3,Oakland,UCLA,Belmont,15
1,2006,1,4,Washington,Connecticut,Albany,16
8,2006,1,4,Washington,Kentucky,UAB,9
5,2006,1,4,Washington,Washington,Utah St,12
4,2006,1,4,Washington,Illinois,Air Force,13
6,2006,1,4,Washington,Michigan St,George Mason,11
3,2006,1,4,Washington,North Carolina,Murray St,14
7,2006,1,4,Washington,Wichita St,Seton Hall,10
2,2006,1,4,Washington,Tennessee,Winthrop,15
