Year,Round,Region Number,Region Name,Seed 1,Score 1,Team 1,Team 2,Score 2,Seed 2
2008,1,2,Neworleans,6,63,Pittsburgh,Wyoming,58,11
2008,1,2,Neworleans,3,88,Baylor,Fresno St,67,14
2008,1,2,Neworleans,7,92,UTEP,Western Kentucky,60,10
2008,1,2,Neworleans,2,85,Stanford,Cleveland St,47,15
2008,2,2,Neworleans,1,76,Maryland,Nebraska,64,8
2008,2,2,Neworleans,5,46,West Virginia,Vanderbilt,64,4
2008,2,2,Neworleans,6,67,Pittsburgh,Baylor,59,3
2008,2,2,Neworleans,7,54,UTEP,Stanford,88,2
2008,3,2,Neworleans,1,80,Maryland,Vanderbilt,66,4
2008,3,2,Neworleans,6,53,Pittsburgh,Stanford,72,2
2008,4,2,Neworleans,1,87,Maryland,Stanford,98,2
2008,1,3,Oklahomacity,1,85,North Carolina,Bucknell,50,16
2008,1,3,Oklahomacity,8,67,Georgia,Iowa,61,9
2008,1,3,Oklahomacity,5,69,Kansas St,Chattanooga,59,12
2008,1,3,Oklahomacity,4,81,Louisville,Miami Ohio,67,13
2008,1,3,Oklahomacity,6,49,Ohio St,Florida St,60,11
2008,1,3,Oklahomacity,3,85,Oklahoma St,East Tennessee St,73,14
2008,1,3,Oklahomacity,7,76,Marist,DePaul,57,10
2008,1,3,Oklahomacity,2,66,LSU,Jackson St,32,15
2008,2,3,Oklahomacity,1,80,North Carolina,Georgia,66,8
2008,2,3,Oklahomacity,5,63,Kansas St,Louisville,80,4
2008,2,3,Oklahomacity,11,72,Florida St,Oklahoma St,73,3
2008,2,3,Oklahomacity,7,49,Marist,LSU,68,2
2008,3,3,Oklahomacity,1,78,North Carolina,Louisville,74,4
2008,3,3,Oklahomacity,3,52,Oklahoma St,LSU,67,2
2008,4,3,Oklahomacity,1,50,North Carolina,LSU,56,2
2008,1,4,Spokane,1,94,Tennessee,Oral Roberts,55,16
2008,1,4,Spokane,8,59,Utah,Purdue,66,9
2008,1,4,Spokane,5,75,Notre Dame,SMU,62,12
2008,1,4,Spokane,4,69,Oklahoma,Illinois St,61,13
2008,1,4,Spokane,6,61,Arizona St,Temple,54,11
2008,1,4,Spokane,3,78,Duke,Murray St,57,14
2008,1,4,Spokane,7,55,Syracuse,Hartford,59,10
2008,1,4,Spokane,2,91,Texas A&M,Texas San Antonio,52,15
2008,2,4,Spokane,1,78,Tennessee,Purdue,52,9
2008,2,4,Spokane,5,79,Notre Dame,Oklahoma,75,4
2008,2,4,Spokane,6,59,Arizona St,Duke,67,3
2008,2,4,Spokane,10,39,Hartford,Texas A&M,63,2
2008,3,4,Spokane,1,74,Tennessee,Notre Dame,64,5
2008,3,4,Spokane,3,63,Duke,Texas A&M,77,2
2008,4,4,Spokane,1,53,Tennessee,Texas A&M,45,2
2008,5,0,National,1,73,Connecticut,Stanford,82,2
2008,5,0,National,2,46,LSU,Tennessee,47,1
2008,6,0,National,2,48,Stanford,Tennessee,64,1
2009,1,1,Berkeley,1,83,Duke,Austin Peay,42,16
2009,1,1,Berkeley,8,59,Middle Tennessee St,Michigan St,60,9
2009,1,1,Berkeley,5,55,Tennessee,Ball St,71,12
2009,1,1,Berkeley,4,85,Iowa St,East Tennessee St,53,13
2009,1,1,Berkeley,6,63,Texas,Mississippi St,71,11
2009,1,1,Berkeley,3,77,Ohio St,Sacred Heart,63,14
2009,1,1,Berkeley,7,70,DePaul,San Diego St,76,10
2009,1,1,Berkeley,2,74,Stanford,Santa Barbara,39,15
2009,2,1,Berkeley,1,49,Duke,Michigan St,63,9
2009,2,1,Berkeley,12,57,Ball St,Iowa St,71,4
2009,2,1,Berkeley,11,58,Mississippi St,Ohio St,64,3
2009,2,1,Berkeley,10,49,San Diego St,Stanford,77,2
2009,3,1,Berkeley,9,68,Michigan St,Iowa St,69,4
2009,3,1,Berkeley,3,66,Ohio St,Stanford,84,2
2009,4,1,Berkeley,4,53,Iowa St,Stanford,74,2
2009,1,2,Oklahomacity,1,76,Oklahoma,Prairie View,47,16
2009,1,2,Oklahomacity,8,62,Iowa,Georgia Tech,76,9
2009,1,2,Oklahomacity,5,59,Xavier,Gonzaga,74,12
2009,1,2,Oklahomacity,4,64,Pittsburgh,Montana,35,13
2009,1,2,Oklahomacity,6,65,Purdue,Charlotte,52,11
2009,1,2,Oklahomacity,3,85,North Carolina,Central Florida,80,14
2009,1,2,Oklahomacity,7,57,Rutgers,VCU,51,10
2009,1,2,Oklahomacity,2,85,Auburn,Lehigh,49,15
2009,2,2,Oklahomacity,1,69,Oklahoma,Georgia Tech,50,9
2009,2,2,Oklahomacity,12,60,Gonzaga,Pittsburgh,65,4
2009,2,2,Oklahomacity,6,85,Purdue,North Carolina,70,3
2009,2,2,Oklahomacity,7,80,Rutgers,Auburn,52,2
2009,3,2,Oklahomacity,1,70,Oklahoma,Pittsburgh,59,4
2009,3,2,Oklahomacity,6,67,Purdue,Rutgers,61,7
2009,4,2,Oklahomacity,1,74,Oklahoma,Purdue,68,6
2009,1,3,Raleigh,1,82,Maryland,Dartmouth,53,16
2009,1,3,Raleigh,8,30,Villanova,Utah,60,9
2009,1,3,Raleigh,5,68,Kansas St,Drexel,44,12
2009,1,3,Raleigh,4,73,Vanderbilt,Western Carolina,44,13
2009,1,3,Raleigh,6,69,LSU,Wisconsin Green Bay,59,11
2009,1,3,Raleigh,3,62,Louisville,Liberty,42,14
2009,1,3,Raleigh,7,90,South Dakota St,TCU,55,10
2009,1,3,Raleigh,2,87,Baylor,Texas San Antonio,82,15
2009,2,3,Raleigh,1,71,Maryland,Utah,56,9
2009,2,3,Raleigh,5,61,Kansas St,Vanderbilt,74,4
2009,2,3,Raleigh,6,52,LSU,Louisville,62,3
2009,2,3,Raleigh,7,58,South Dakota St,Baylor,60,2
2009,3,3,Raleigh,1,78,Maryland,Vanderbilt,74,4
2009,3,3,Raleigh,3,56,Louisville,Baylor,39,2
2009,4,3,Raleigh,1,60,Maryland,Louisville,77,3
2009,1,4,Trenton,1,104,Connecticut,Vermont,65,16
2009,1,4,Trenton,8,70,Florida,Temple,57,9
2009,1,4,Trenton,5,68,Virginia,Marist,61,12
2009,1,4,Trenton,4,70,California,Fresno St,47,13
2009,1,4,Trenton,6,58,Arizona St,Georgia,47,11
2009,1,4,Trenton,3,83,Florida St,North Carolina A&T,71,14
2009,1,4,Trenton,7,71,Notre Dame,Minnesota,79,10
2009,1,4,Trenton,2,80,Texas A&M,Evansville,45,15
2009,2,4,Trenton,1,87,Connecticut,Florida,59,8
2009,2,4,Trenton,5,73,Virginia,California,99,4
2009,2,4,Trenton,6,63,Arizona St,Florida St,58,3
2009,2,4,Trenton,10,42,Minnesota,Texas A&M,73,2
2009,3,4,Trenton,1,77,Connecticut,California,53,4
2009,3,4,Trenton,6,84,Arizona St,Texas A&M,69,2
2009,4,4,Trenton,1,83,Connecticut,Arizona St,64,6
2009,5,0,National,2,64,Stanford,Connecticut,83,1
2009,5,0,National,1,59,Oklahoma,Louisville,61,3
2009,6,0,National,1,76,Connecticut,Louisville,54,3
2010,1,1,Dayton,1,95,Connecticut,Southern,39,16
2010,1,1,Dayton,8,65,Temple,James Madison,53,9
2010,1,1,Dayton,5,67,Virginia,Wisconsin Green Bay,69,12
2010,1,1,Dayton,4,79,Iowa St,Lehigh,42,13
2010,1,1,Dayton,6,65,St Johns,Princeton,47,11
2010,1,1,Dayton,3,75,Florida St,Louisiana Tech,61,14
2010,1,1,Dayton,7,68,Mississippi St,Middle Tennessee St,64,10
2010,1,1,Dayton,2,93,Ohio St,St Francis,59,15
2010,2,1,Dayton,1,90,Connecticut,Temple,36,8
2010,2,1,Dayton,12,56,Wisconsin Green Bay,Iowa St,60,4
2010,2,1,Dayton,6,65,St Johns,Florida St,66,3
2010,2,1,Dayton,7,87,Mississippi St,Ohio St,67,2
2010,3,1,Dayton,1,74,Connecticut,Iowa St,36,4
2010,3,1,Dayton,3,74,Florida St,Mississippi St,71,7
2010,4,1,Dayton,1,90,Connecticut,Florida St,50,3
2010,1,2,Kansascity,1,83,Nebraska,Northern Iowa,44,16
2010,1,2,Kansascity,8,74,UCLA,NC State,54,9
2010,1,2,Kansascity,5,72,Michigan St,Bowling Green,62,12
2010,1,2,Kansascity,4,83,Kentucky,Liberty,77,13
2010,1,2,Kansascity,6,53,Georgia Tech,Arkansas Little Rock,63,11
2010,1,2,Kansascity,3,68,Oklahoma,South Dakota St,57,14
2010,1,2,Kansascity,7,55,Wisconsin,Vermont,64,10
2010,1,2,Kansascity,2,86,Notre Dame,Cleveland St,58,15
2010,2,2,Kansascity,1,83,Nebraska,UCLA,70,8
2010,2,2,Kansascity,5,52,Michigan St,Kentucky,70,4
2010,2,2,Kansascity,11,44,Arkansas Little Rock,Oklahoma,60,3
2010,2,2,Kansascity,10,66,Vermont,Notre Dame,84,2
2010,3,2,Kansascity,1,67,Nebraska,Kentucky,76,4
2010,3,2,Kansascity,3,77,Oklahoma,Notre Dame,72,2
2010,4,2,Kansascity,4,68,Kentucky,Oklahoma,88,3
2010,1,3,Memphis,1,75,Tennessee,Austin Peay,42,16
2010,1,3,Memphis,8,67,Dayton,TCU,66,9
2010,1,3,Memphis,5,62,Georgetown,Marist,42,12
2010,1,3,Memphis,4,69,Baylor,Fresno St,55,13
2010,1,3,Memphis,6,63,Texas,San Diego St,74,11
2010,1,3,Memphis,3,58,West Virginia,Lamar,43,14
2010,1,3,Memphis,7,60,LSU,Hartford,39,10
2010,1,3,Memphis,2,72,Duke,Hampton,37,15
2010,2,3,Memphis,1,92,Tennessee,Dayton,64,8
2010,2,3,Memphis,5,33,Georgetown,Baylor,49,4
2010,2,3,Memphis,11,64,San Diego St,West Virginia,55,3
2010,2,3,Memphis,7,52,LSU,Duke,60,2
2010,3,3,Memphis,1,62,Tennessee,Baylor,77,4
2010,3,3,Memphis,11,58,San Diego St,Duke,66,2
2010,4,3,Memphis,4,51,Baylor,Duke,48,2
2010,1,4,Sacramento,1,79,Stanford,UC-Riverside,47,16
2010,1,4,Sacramento,8,70,Iowa,Rutgers,63,9
2010,1,4,Sacramento,5,64,Georgia,Tulane,59,12
2010,1,4,Sacramento,4,70,Oklahoma St,Chattanooga,63,13
2010,1,4,Sacramento,6,83,Vanderbilt,DePaul,76,11
2010,1,4,Sacramento,3,94,Xavier,East Tennessee St,82,14
2010,1,4,Sacramento,7,82,Gonzaga,North Carolina,76,10
2010,1,4,Sacramento,2,84,Texas A&M,Portland St,53,15
2010,2,4,Sacramento,1,96,Stanford,Iowa,67,8
2010,2,4,Sacramento,5,74,Georgia,Oklahoma St,71,4
2010,2,4,Sacramento,6,62,Vanderbilt,Xavier,63,3
2010,2,4,Sacramento,7,72,Gonzaga,Texas A&M,71,2
2010,3,4,Sacramento,1,73,Stanford,Georgia,36,5
2010,3,4,Sacramento,3,74,Xavier,Gonzaga,56,7
2010,4,4,Sacramento,1,55,Stanford,Xavier,53,3
2010,5,0,National,1,70,Connecticut,Baylor,50,4
2010,5,0,National,3,66,Oklahoma,Stanford,73,1
2010,6,0,National,1,53,Connecticut,Stanford,47,1
2011,1,1,Dallas,1,66,Baylor,Prairie View,30,16
2011,1,1,Dallas,8,73,Houston,West Virginia,79,9
2011,1,1,Dallas,5,59,Wisconsin Green Bay,Arkansas Little Rock,55,12
2011,1,1,Dallas,4,69,Michigan St,Northern Iowa,66,13
2011,1,1,Dallas,6,56,Georgia,Middle Tennessee St,41,11
2011,1,1,Dallas,3,76,Florida St,Samford,46,14
2011,1,1,Dallas,7,76,Rutgers,Louisiana Tech,51,10
2011,1,1,Dallas,2,87,Texas A&M,McNeese St,47,15
2011,2,1,Dallas,1,82,Baylor,West Virginia,68,9
2011,2,1,Dallas,5,65,Wisconsin Green Bay,Michigan St,56,4
2011,2,1,Dallas,6,61,Georgia,Florida St,59,3
2011,2,1,Dallas,7,48,Rutgers,Texas A&M,70,2
2011,3,1,Dallas,1,86,Baylor,Wisconsin Green Bay,76,5
2011,3,1,Dallas,6,38,Georgia,Texas A&M,79,2
2011,4,1,Dallas,1,46,Baylor,Texas A&M,58,2
2011,1,2,Dayton,1,99,Tennessee,Stetson,34,16
2011,1,2,Dayton,8,68,Marquette,Texas,65,9
2011,1,2,Dayton,5,69,Georgia Tech,Bowling Green,58,12
2011,1,2,Dayton,4,80,Ohio St,Central Florida,69,13
2011,1,2,Dayton,6,86,Oklahoma,James Madison,72,11
2011,1,2,Dayton,3,80,Miami,Gardner Webb,62,14
2011,1,2,Dayton,7,45,Arizona St,Temple,63,10
2011,1,2,Dayton,2,67,Notre Dame,Utah,54,15
2011,2,2,Dayton,1,79,Tennessee,Marquette,70,8
2011,2,2,Dayton,5,60,Georgia Tech,Ohio St,67,4
2011,2,2,Dayton,6,88,Oklahoma,Miami,83,3
2011,2,2,Dayton,10,64,Temple,Notre Dame,77,2
2011,3,2,Dayton,1,85,Tennessee,Ohio St,75,4
2011,3,2,Dayton,6,53,Oklahoma,Notre Dame,78,2
2011,4,2,Dayton,1,59,Tennessee,Notre Dame,73,2
2011,1,3,Philadelphia,1,75,Connecticut,Hartford,39,16
2011,1,3,Philadelphia,8,45,Kansas St,Purdue,53,9
2011,1,3,Philadelphia,5,65,Georgetown,Princeton,49,12
2011,1,3,Philadelphia,4,70,Maryland,St Francis,48,13
2011,1,3,Philadelphia,6,75,Penn St,Dayton,66,11
2011,1,3,Philadelphia,3,56,DePaul,Navy,43,14
2011,1,3,Philadelphia,7,64,Iowa St,Marist,74,10
2011,1,3,Philadelphia,2,90,Duke,UT-Martin,45,15
2011,2,3,Philadelphia,1,64,Connecticut,Purdue,40,9
2011,2,3,Philadelphia,5,79,Georgetown,Maryland,57,4
2011,2,3,Philadelphia,6,73,Penn St,DePaul,75,3
2011,2,3,Philadelphia,10,66,Marist,Duke,71,2
2011,3,3,Philadelphia,1,68,Connecticut,Georgetown,63,5
2011,3,3,Philadelphia,3,63,DePaul,Duke,70,2
2011,4,3,Philadelphia,1,75,Connecticut,Duke,40,2
2011,1,4,Spokane,1,86,Stanford,UC Davis,59,16
2011,1,4,Spokane,8,50,Texas Tech,St Johns,55,9
2011,1,4,Spokane,5,82,North Carolina,Fresno St,68,12
2011,1,4,Spokane,4,66,Kentucky,Hampton,62,13
2011,1,4,Spokane,6,86,Iowa,Gonzaga,92,11
2011,1,4,Spokane,3,55,UCLA,Montana,47,14
2011,1,4,Spokane,7,81,Louisville,Vanderbilt,62,10
2011,1,4,Spokane,2,72,Xavier,South Dakota St,56,15
2011,2,4,Spokane,1,75,Stanford,St Johns,49,9
2011,2,4,Spokane,5,86,North Carolina,Kentucky,74,4
2011,2,4,Spokane,11,89,Gonzaga,UCLA,75,3
2011,2,4,Spokane,7,85,Louisville,Xavier,75,2
2011,3,4,Spokane,1,72,Stanford,North Carolina,65,5
2011,3,4,Spokane,11,76,Gonzaga,Louisville,69,7
2011,4,4,Spokane,1,83,Stanford,Gonzaga,60,11
2011,5,0,National,2,63,Texas A&M,Stanford,62,1
2011,5,0,National,2,72,Notre Dame,Connecticut,63,1
2011,6,0,National,2,76,Texas A&M,Notre Dame,70,2
2012,1,1,Desmoines,1,81,Baylor,Santa Barbara,40,16
2012,1,1,Desmoines,8,65,Ohio St,Florida,70,9
2012,1,1,Desmoines,5,61,Georgetown,Fresno St,56,12
2012,1,1,Desmoines,4,76,Georgia Tech,Sacred Heart,50,13
2012,1,1,Desmoines,6,49,Nebraska,Kansas,57,11
2012,1,1,Desmoines,3,73,Delaware,Arkansas Little Rock,42,14
2012,1,1,Desmoines,7,59,DePaul,BYU,55,10
2012,1,1,Desmoines,2,72,Tennessee,UT-Martin,49,15
2012,2,1,Desmoines,1,76,Baylor,Florida,57,9
2012,2,1,Desmoines,5,64,Georgetown,Georgia Tech,76,4
2012,2,1,Desmoines,11,70,Kansas,Delaware,64,3
2012,2,1,Desmoines,7,48,DePaul,Tennessee,63,2
2012,3,1,Desmoines,1,83,Baylor,Georgia Tech,68,4
2012,3,1,Desmoines,11,73,Kansas,Tennessee,84,2
2012,4,1,Desmoines,1,77,Baylor,Tennessee,58,2
2012,1,2,Fresno,1,73,Stanford,Hampton,51,16
2012,1,2,Fresno,8,68,West Virginia,Texas,55,9
2012,1,2,Fresno,5,80,South Carolina,Eastern Michigan,48,12
2012,1,2,Fresno,4,83,Purdue,South Dakota St,68,13
2012,1,2,Fresno,6,88,Oklahoma,Michigan,67,11
2012,1,2,Fresno,3,69,St Johns,Creighton,67,14
2012,1,2,Fresno,7,60,Vanderbilt,Middle Tennessee St,46,10
2012,1,2,Fresno,2,82,Duke,Samford,47,15
2012,2,2,Fresno,1,72,Stanford,West Virginia,55,8
2012,2,2,Fresno,5,72,South Carolina,Purdue,61,4
2012,2,2,Fresno,6,70,Oklahoma,St Johns,74,3
2012,2,2,Fresno,7,80,Vanderbilt,Duke,96,2
2012,3,2,Fresno,1,76,Stanford,South Carolina,60,5
2012,3,2,Fresno,3,47,St Johns,Duke,74,2
2012,4,2,Fresno,1,81,Stanford,Duke,69,2
2012,1,3,Kingston,1,83,Connecticut,Prairie View,47,16
2012,1,3,Kingston,8,67,Kansas St,Princeton,64,9
2012,1,3,Kingston,5,64,LSU,San Diego St,56,12
2012,1,3,Kingston,4,85,Penn St,UTEP,77,13
2012,1,3,Kingston,6,73,Rutgers,Gonzaga,86,11
2012,1,3,Kingston,3,70,Miami,Idaho St,42,14
2012,1,3,Kingston,7,71,Wisconsin Green Bay,Iowa St,57,10
2012,1,3,Kingston,2,68,Kentucky,McNeese St,62,15
2012,2,3,Kingston,1,72,Connecticut,Kansas St,26,8
2012,2,3,Kingston,5,80,LSU,Penn St,90,4
2012,2,3,Kingston,11,65,Gonzaga,Miami,54,3
2012,2,3,Kingston,7,62,Wisconsin Green Bay,Kentucky,65,2
2012,3,3,Kingston,1,77,Connecticut,Penn St,59,4
2012,3,3,Kingston,11,62,Gonzaga,Kentucky,79,2
2012,4,3,Kingston,1,80,Connecticut,Kentucky,65,2
2012,1,4,Raleigh,1,74,Notre Dame,Liberty,43,16
2012,1,4,Raleigh,8,84,California,Iowa,74,9
2012,1,4,Raleigh,5,72,St Bonaventure,Florida Gulf Coast,65,12
2012,1,4,Raleigh,4,70,Georgia,Marist,76,13
2012,1,4,Raleigh,6,72,Arkansas,Dayton,55,11
2012,1,4,Raleigh,3,69,Texas A&M,Albany,47,14
2012,1,4,Raleigh,7,67,Louisville,Michigan St,55,10
2012,1,4,Raleigh,2,59,Maryland,Navy,44,15
2012,2,4,Raleigh,1,73,Notre Dame,California,62,8
2012,2,4,Raleigh,5,66,St Bonaventure,Marist,63,13
2012,2,4,Raleigh,6,59,Arkansas,Texas A&M,61,3
2012,2,4,Raleigh,7,68,Louisville,Maryland,72,2
2012,3,4,Raleigh,1,79,Notre Dame,St Bonaventure,35,5
2012,3,4,Raleigh,3,74,Texas A&M,Maryland,81,2
2012,4,4,Raleigh,1,80,Notre Dame,Maryland,49,2
2012,5,0,National,1,59,Baylor,Stanford,47,1
2012,5,0,National,1,75,Connecticut,Notre Dame,83,1
2012,6,0,National,1,80,Baylor,Notre Dame,61,1
2013,1,1,Bridgeport,1,105,Connecticut,Idaho,37,16
2013,1,1,Bridgeport,8,60,Vanderbilt,St Josephs,54,9
2013,1,1,Bridgeport,5,55,Michigan St,Marist,47,12
2013,1,1,Bridgeport,4,72,Maryland,Quinnipiac,52,13
2013,1,1,Bridgeport,6,66,Delaware,West Virginia,53,11
2013,1,1,Bridgeport,3,59,North Carolina,Albany,54,14
2013,1,1,Bridgeport,7,96,Dayton,St Johns,90,10
2013,1,1,Bridgeport,2,61,Kentucky,Navy,41,15
2013,2,1,Bridgeport,1,77,Connecticut,Vanderbilt,44,8
2013,2,1,Bridgeport,5,49,Michigan St,Maryland,74,4
2013,2,1,Bridgeport,6,78,Delaware,North Carolina,69,3
2013,2,1,Bridgeport,7,70,Dayton,Kentucky,84,2
2013,3,1,Bridgeport,1,76,Connecticut,Maryland,50,4
2013,3,1,Bridgeport,6,62,Delaware,Kentucky,69,2
2013,4,1,Bridgeport,1,83,Connecticut,Kentucky,53,2
2013,1,2,Norfolk,1,97,Notre Dame,UT-Martin,64,16
2013,1,2,Norfolk,8,53,Miami,Iowa,69,9
2013,1,2,Norfolk,5,52,Colorado,Kansas,67,12
2013,1,2,Norfolk,4,74,South Carolina,South Dakota St,53,13
2013,1,2,Norfolk,6,73,Nebraska,Chattanooga,59,11
2013,1,2,Norfolk,3,71,Texas A&M,Wichita St,45,14
2013,1,2,Norfolk,7,73,Oklahoma St,DePaul,56,10
2013,1,2,Norfolk,2,67,Duke,Hampton,51,15
2013,2,2,Norfolk,1,74,Notre Dame,Iowa,57,9
2013,2,2,Norfolk,12,75,Kansas,South Carolina,69,4
2013,2,2,Norfolk,6,74,Nebraska,Texas A&M,63,3
2013,2,2,Norfolk,7,59,Oklahoma St,Duke,68,2
2013,3,2,Norfolk,1,93,Notre Dame,Kansas,63,12
2013,3,2,Norfolk,6,45,Nebraska,Duke,53,2
2013,4,2,Norfolk,1,87,Notre Dame,Duke,76,2
2013,1,3,Oklahomacity,1,82,Baylor,Prairie View,40,16
2013,1,3,Oklahomacity,8,60,Florida St,Princeton,44,9
2013,1,3,Oklahomacity,5,74,Louisville,Middle Tennessee St,49,12
2013,1,3,Oklahomacity,4,77,Purdue,Liberty,43,13
2013,1,3,Oklahomacity,6,78,Oklahoma,Central Michigan,73,11
2013,1,3,Oklahomacity,3,66,UCLA,Stetson,49,14
2013,1,3,Oklahomacity,7,56,Syracuse,Creighton,61,10
2013,1,3,Oklahomacity,2,83,Tennessee,Oral Roberts,62,15
2013,2,3,Oklahomacity,1,85,Baylor,Florida St,47,8
2013,2,3,Oklahomacity,5,76,Louisville,Purdue,63,4
2013,2,3,Oklahomacity,6,85,Oklahoma,UCLA,72,3
2013,2,3,Oklahomacity,10,52,Creighton,Tennessee,68,2
2013,3,3,Oklahomacity,1,81,Baylor,Louisville,82,5
2013,3,3,Oklahomacity,6,59,Oklahoma,Tennessee,74,2
2013,4,3,Oklahomacity,5,86,Louisville,Tennessee,78,2
2013,1,4,Spokane,1,72,Stanford,Tulsa,56,16
2013,1,4,Spokane,8,60,Michigan,Villanova,52,9
2013,1,4,Spokane,5,72,Iowa St,Gonzaga,60,12
2013,1,4,Spokane,4,70,Georgia,Montana,50,13
2013,1,4,Spokane,6,75,LSU,Wisconsin Green Bay,71,11
2013,1,4,Spokane,3,85,Penn St,Cal Poly,55,14
2013,1,4,Spokane,7,70,Texas Tech,South Florida,71,10
2013,1,4,Spokane,2,90,California,Fresno St,76,15
2013,2,4,Spokane,1,73,Stanford,Michigan,40,8
2013,2,4,Spokane,5,60,Iowa St,Georgia,65,4
2013,2,4,Spokane,6,71,LSU,Penn St,66,3
2013,2,4,Spokane,10,78,South Florida,California,82,2
2013,3,4,Spokane,1,59,Stanford,Georgia,61,4
2013,3,4,Spokane,6,63,LSU,California,73,2
2013,4,4,Spokane,4,62,Georgia,California,65,2
2013,5,0,National,1,,Connecticut,Notre Dame,,1
2013,5,0,National,5,64,Louisville,California,57,2
2014,1,1,Lincoln,1,87,Connecticut,Prairie View,44,16
2014,1,1,Lincoln,8,57,Georgia,St Josephs,67,9
2014,1,1,Lincoln,5,57,NC State,BYU,72,12
2014,1,1,Lincoln,4,74,Nebraska,Fresno St,55,13
2014,1,1,Lincoln,6,63,Gonzaga,James Madison,72,11
2014,1,1,Lincoln,3,70,Texas A&M,North Dakota,55,14
2014,1,1,Lincoln,7,104,DePaul,Oklahoma,100,10
2014,1,1,Lincoln,2,87,Duke,Winthrop,45,15
2014,2,1,Lincoln,1,91,Connecticut,St Josephs,52,9
2014,2,1,Lincoln,12,80,BYU,Nebraska,76,4
2014,2,1,Lincoln,11,69,James Madison,Texas A&M,85,3
2014,2,1,Lincoln,7,74,DePaul,Duke,65,2
2014,3,1,Lincoln,1,70,Connecticut,BYU,51,12
2014,3,1,Lincoln,3,84,Texas A&M,DePaul,65,7
2014,4,1,Lincoln,1,69,Connecticut,Texas A&M,54,3
2014,1,2,Louisville,1,70,Tennessee,Northwestern St,46,16
2014,1,2,Louisville,8,71,St Johns,USC,68,9
2014,1,2,Louisville,5,79,Texas,Pennsylvania,61,12
2014,1,2,Louisville,4,90,Maryland,Army,52,13
2014,1,2,Louisville,6,87,Iowa,Marist,65,11
2014,1,2,Louisville,3,88,Louisville,Idaho,42,14
2014,1,2,Louisville,7,98,LSU,Georgia Tech,78,10
2014,1,2,Louisville,2,76,West Virginia,Albany,61,15
2014,2,2,Louisville,1,67,Tennessee,St Johns,51,8
2014,2,2,Louisville,5,64,Texas,Maryland,69,4
2014,2,2,Louisville,6,53,Iowa,Louisville,83,3
2014,2,2,Louisville,7,76,LSU,West Virginia,67,2
2014,3,2,Louisville,1,62,Tennessee,Maryland,73,4
2014,3,2,Louisville,3,73,Louisville,LSU,47,7
2014,4,2,Louisville,4,76,Maryland,Louisville,73,3
2014,1,3,Southbend,1,93,Notre Dame,Robert Morris,42,16
2014,1,3,Southbend,8,61,Vanderbilt,Arizona St,69,9
2014,1,3,Southbend,5,61,Oklahoma St,Florida Gulf Coast,60,12
2014,1,3,Southbend,4,84,Purdue,Akron,55,13
2014,1,3,Southbend,6,59,Syracuse,Chattanooga,53,11
2014,1,3,Southbend,3,106,Kentucky,Wright St,60,14
2014,1,3,Southbend,7,64,California,Fordham,63,10
2014,1,3,Southbend,2,87,Baylor,Western Kentucky,74,15
2014,2,3,Southbend,1,84,Notre Dame,Arizona St,67,9
2014,2,3,Southbend,5,73,Oklahoma St,Purdue,66,4
2014,2,3,Southbend,6,59,Syracuse,Kentucky,64,3
2014,2,3,Southbend,7,56,California,Baylor,75,2
2014,3,3,Southbend,1,89,Notre Dame,Oklahoma St,72,5
2014,3,3,Southbend,3,72,Kentucky,Baylor,90,2
2014,4,3,Southbend,1,88,Notre Dame,Baylor,69,2
2014,1,4,Stanford,1,73,South Carolina,Cal St Northridge,58,16
2014,1,4,Stanford,8,36,Middle Tennessee St,Oregon St,55,9
2014,1,4,Stanford,5,91,Michigan St,Hampton,61,12
2014,1,4,Stanford,4,60,North Carolina,UT-Martin,58,13
2014,1,4,Stanford,6,69,Dayton,Florida,83,11
2014,1,4,Stanford,3,62,Penn St,Wichita St,56,14
2014,1,4,Stanford,7,44,Iowa St,Florida St,55,10
2014,1,4,Stanford,2,81,Stanford,South Dakota,62,15
2014,2,4,Stanford,1,78,South Carolina,Oregon St,69,9
2014,2,4,Stanford,5,53,Michigan St,North Carolina,62,4
2014,2,4,Stanford,11,61,Florida,Penn St,83,3
2014,2,4,Stanford,10,44,Florida St,Stanford,63,2
2014,3,4,Stanford,1,58,South Carolina,North Carolina,65,4
2014,3,4,Stanford,3,57,Penn St,Stanford,82,2
2014,4,4,Stanford,4,65,North Carolina,Stanford,74,2
2014,5,0,National,1,75,Connecticut,Stanford,56,2
2014,5,0,National,4,61,Maryland,Notre Dame,87,1
2014,6,0,National,1,79,Connecticut,Notre Dame,58,1
2015,1,1,Albany,1,89,Connecticut,St. Francis (NY),33,16
2015,1,1,Albany,8,79,Rutgers,Seton Hall,66,9
2015,1,1,Albany,5,66,Texas,Western Kentucky,64,12
2015,1,1,Albany,4,78,California,Wichita St,66,13
2015,1,1,Albany,6,73,South Florida,LSU,64,11
2015,1,1,Albany,3,86,Louisville,BYU,53,14
2015,1,1,Albany,7,78,Dayton,Iowa St,66,10
2015,1,1,Albany,2,97,Kentucky,Tennessee St,52,15
2015,2,1,Albany,1,91,Connecticut,Rutgers,55,8
2015,2,1,Albany,5,73,Texas,California,70,4
2015,2,1,Albany,6,52,South Florida,Louisville,60,3
2015,2,1,Albany,7,99,Dayton,Kentucky,94,2
