Year,Round,Region Number,Region Name,Seed 1,Score 1,Team 1,Team 2,Score 2,Seed 2
2001,4,1,East,1,67,Connecticut,Louisiana Tech,48,3
2001,1,2,Mideast,1,90,Tennessee,Austin Peay,38,16
2001,1,2,Mideast,8,64,Texas,St Marys,68,9
2001,1,2,Mideast,5,51,Clemson,Chattanooga,49,12
2001,1,2,Mideast,4,80,Xavier,Louisville,52,13
2001,1,2,Mideast,6,83,LSU,Arizona St,66,11
2001,1,2,Mideast,3,75,Purdue,Santa Barbara,62,14
2001,1,2,Mideast,7,77,Virginia Tech,Denver,57,10
2001,1,2,Mideast,2,100,Texas Tech,Pennsylvania,57,15
2001,2,2,Mideast,1,92,Tennessee,St Marys,71,9
2001,2,2,Mideast,5,62,Clemson,Xavier,77,4
2001,2,2,Mideast,6,70,LSU,Purdue,73,3
2001,2,2,Mideast,7,52,Virginia Tech,Texas Tech,73,2
2001,3,2,Mideast,1,65,Tennessee,Xavier,80,4
2001,3,2,Mideast,3,74,Purdue,Texas Tech,72,2
2001,4,2,Mideast,4,78,Xavier,Purdue,88,3
2001,1,3,Midwest,1,98,Notre Dame,Alcorn St,49,16
2001,1,3,Midwest,8,81,Michigan,Virginia,71,9
2001,1,3,Midwest,5,79,Utah,Fairfield,57,12
2001,1,3,Midwest,4,88,Iowa,Oregon,82,13
2001,1,3,Midwest,6,98,Colorado,Siena,78,11
2001,1,3,Midwest,3,83,Vanderbilt,Idaho St,57,14
2001,1,3,Midwest,7,72,Florida St,Tulane,70,10
2001,1,3,Midwest,2,100,Iowa St,Howard,61,15
2001,2,3,Midwest,1,88,Notre Dame,Michigan,54,8
2001,2,3,Midwest,5,78,Utah,Iowa,69,4
2001,2,3,Midwest,6,59,Colorado,Vanderbilt,65,3
2001,2,3,Midwest,7,70,Florida St,Iowa St,85,2
2001,3,3,Midwest,1,69,Notre Dame,Utah,54,5
2001,3,3,Midwest,3,84,Vanderbilt,Iowa St,65,2
2001,4,3,Midwest,1,72,Notre Dame,Vanderbilt,64,3
2001,1,4,West,1,95,Duke,Wisconsin Milwaukee,63,16
2001,1,4,West,8,59,Baylor,Arkansas,68,9
2001,1,4,West,5,89,Southwest Missouri St,Toledo,71,12
2001,1,4,West,4,80,Rutgers,Stephen F Austin,43,13
2001,1,4,West,6,67,Washington,Old Dominion,65,11
2001,1,4,West,3,84,Florida,Holy Cross,52,14
2001,1,4,West,7,51,George Washington,Stanford,76,10
2001,1,4,West,2,70,Oklahoma,Oral Roberts,64,15
2001,2,4,West,1,75,Duke,Arkansas,54,9
2001,2,4,West,5,60,Southwest Missouri St,Rutgers,53,4
2001,2,4,West,6,86,Washington,Florida,75,3
2001,2,4,West,10,50,Stanford,Oklahoma,67,2
2001,3,4,West,1,71,Duke,Southwest Missouri St,81,5
2001,3,4,West,6,84,Washington,Oklahoma,67,2
2001,4,4,West,5,104,Southwest Missouri St,Washington,87,6
2001,5,0,National,1,75,Connecticut,Notre Dame,90,1
2001,5,0,National,3,81,Purdue,Southwest Missouri St,64,5
2001,6,0,National,1,68,Notre Dame,Purdue,66,3
2002,1,1,East,1,95,Duke,Norfolk St,48,16
2002,1,1,East,8,55,TCU,Indiana,45,9
2002,1,1,East,5,56,Louisiana Tech,Santa Barbara,57,12
2002,1,1,East,4,60,Texas,Wisconsin Green Bay,55,13
2002,1,1,East,6,76,Cincinnati,St Peters,63,11
2002,1,1,East,3,69,South Carolina,Liberty,61,14
2002,1,1,East,7,87,Drake,Syracuse,69,10
2002,1,1,East,2,80,Baylor,Bucknell,56,15
2002,2,1,East,1,76,Duke,TCU,66,8
2002,2,1,East,12,60,Santa Barbara,Texas,76,4
2002,2,1,East,6,56,Cincinnati,South Carolina,75,3
2002,2,1,East,7,76,Drake,Baylor,72,2
2002,3,1,East,1,62,Duke,Texas,46,4
2002,3,1,East,3,79,South Carolina,Drake,65,7
2002,4,1,East,1,77,Duke,South Carolina,68,3
2002,1,2,Mideast,1,86,Connecticut,St Francis,37,16
2002,1,2,Mideast,8,62,Virginia,Iowa,69,9
2002,1,2,Mideast,5,73,Florida International,Creighton,58,12
2002,1,2,Mideast,4,82,Penn St,Chattanooga,67,13
2002,1,2,Mideast,6,78,Arkansas,Clemson,68,11
2002,1,2,Mideast,3,93,Kansas St,Kent St,65,14
2002,1,2,Mideast,7,68,Old Dominion,Georgia,54,10
2002,1,2,Mideast,2,80,Purdue,Austin Peay,49,15
2002,2,2,Mideast,1,86,Connecticut,Iowa,48,9
2002,2,2,Mideast,5,79,Florida International,Penn St,96,4
2002,2,2,Mideast,6,68,Arkansas,Kansas St,82,3
2002,2,2,Mideast,7,74,Old Dominion,Purdue,70,2
2002,3,2,Mideast,1,82,Connecticut,Penn St,64,4
2002,3,2,Mideast,3,62,Kansas St,Old Dominion,82,7
2002,4,2,Mideast,1,85,Connecticut,Old Dominion,64,7
2002,1,3,Midwest,1,63,Vanderbilt,Oakland,38,16
2002,1,3,Midwest,8,70,Wisconsin,Arizona St,73,9
2002,1,3,Midwest,5,71,Minnesota,UNLV,54,12
2002,1,3,Midwest,4,85,North Carolina,Harvard,58,13
2002,1,3,Midwest,6,52,Florida,BYU,90,11
2002,1,3,Midwest,3,72,Iowa St,Temple,57,14
2002,1,3,Midwest,7,58,Notre Dame,New Mexico,44,10
2002,1,3,Midwest,2,98,Tennessee,Georgia St,68,15
2002,2,3,Midwest,1,61,Vanderbilt,Arizona St,35,9
2002,2,3,Midwest,5,69,Minnesota,North Carolina,72,4
2002,2,3,Midwest,11,75,BYU,Iowa St,69,3
2002,2,3,Midwest,7,50,Notre Dame,Tennessee,89,2
2002,3,3,Midwest,1,70,Vanderbilt,North Carolina,61,4
2002,3,3,Midwest,11,57,BYU,Tennessee,68,2
2002,4,3,Midwest,1,63,Vanderbilt,Tennessee,68,2
2002,1,4,West,1,84,Oklahoma,Hartford,52,16
2002,1,4,West,8,46,Pepperdine,Villanova,67,9
2002,1,4,West,5,59,Boston College,Mississippi St,65,12
2002,1,4,West,4,84,Texas Tech,Stephen F Austin,63,13
2002,1,4,West,6,84,LSU,Santa Clara,78,11
2002,1,4,West,3,88,Colorado,Southern,61,14
2002,1,4,West,7,69,Colorado St,Tulane,73,10
2002,1,4,West,2,76,Stanford,Weber St,51,15
2002,2,4,West,1,66,Oklahoma,Villanova,53,9
2002,2,4,West,12,55,Mississippi St,Texas Tech,77,4
2002,2,4,West,6,58,LSU,Colorado,69,3
2002,2,4,West,10,55,Tulane,Stanford,77,2
2002,3,4,West,1,72,Oklahoma,Texas Tech,62,4
2002,3,4,West,3,62,Colorado,Stanford,59,2
2002,4,4,West,1,94,Oklahoma,Colorado,60,3
2002,5,0,National,1,71,Duke,Oklahoma,86,1
2002,5,0,National,1,79,Connecticut,Tennessee,56,2
2002,6,0,National,1,70,Oklahoma,Connecticut,82,1
2003,1,1,East,1,91,Connecticut,Boston University,44,16
2003,1,1,East,8,47,Michigan St,TCU,50,9
2003,1,1,East,5,73,Boston College,Old Dominion,72,12
2003,1,1,East,4,54,Vanderbilt,Liberty,44,13
2003,1,1,East,6,47,Arizona,Notre Dame,59,11
2003,1,1,East,3,79,Kansas St,Harvard,69,14
2003,1,1,East,7,61,Virginia Tech,Georgia Tech,59,10
2003,1,1,East,2,66,Purdue,Valparaiso,51,15
2003,2,1,East,1,81,Connecticut,TCU,66,9
2003,2,1,East,5,86,Boston College,Vanderbilt,85,4
2003,2,1,East,11,59,Notre Dame,Kansas St,53,3
2003,2,1,East,7,62,Virginia Tech,Purdue,80,2
2003,3,1,East,1,70,Connecticut,Boston College,49,5
2003,3,1,East,11,47,Notre Dame,Purdue,66,2
2003,4,1,East,1,73,Connecticut,Purdue,64,2
2003,1,2,Mideast,1,95,Tennessee,Alabama St,43,16
2003,1,2,Mideast,8,72,Virginia,Illinois,56,9
2003,1,2,Mideast,5,68,South Carolina,Chattanooga,54,12
2003,1,2,Mideast,4,64,Penn St,Holy Cross,33,13
2003,1,2,Mideast,6,84,Colorado,BYU,45,11
2003,1,2,Mideast,3,72,North Carolina,Austin Peay,70,14
2003,1,2,Mideast,7,71,George Washington,Oklahoma,61,10
2003,1,2,Mideast,2,51,Villanova,St Francis,36,15
2003,2,2,Mideast,1,81,Tennessee,Virginia,51,8
2003,2,2,Mideast,5,67,South Carolina,Penn St,77,4
2003,2,2,Mideast,6,86,Colorado,North Carolina,67,3
2003,2,2,Mideast,7,57,George Washington,Villanova,70,2
2003,3,2,Mideast,1,86,Tennessee,Penn St,58,4
2003,3,2,Mideast,6,51,Colorado,Villanova,53,2
2003,4,2,Mideast,1,73,Tennessee,Villanova,49,2
2003,1,3,Midwest,1,66,Duke,Georgia St,48,16
2003,1,3,Midwest,8,73,Utah,DePaul,64,9
2003,1,3,Midwest,5,80,Georgia,Charlotte,61,12
2003,1,3,Midwest,4,64,Rutgers,Western Kentucky,52,13
2003,1,3,Midwest,6,91,New Mexico,Miami,85,11
2003,1,3,Midwest,3,73,Mississippi St,Manhattan,47,14
2003,1,3,Midwest,7,71,Santa Barbara,Xavier,62,10
2003,1,3,Midwest,2,67,Texas Tech,Southwest Missouri St,59,15
2003,2,3,Midwest,1,65,Duke,Utah,54,8
2003,2,3,Midwest,5,74,Georgia,Rutgers,64,4
2003,2,3,Midwest,6,73,New Mexico,Mississippi St,61,3
2003,2,3,Midwest,7,68,Santa Barbara,Texas Tech,72,2
2003,3,3,Midwest,1,66,Duke,Georgia,63,5
2003,3,3,Midwest,6,48,New Mexico,Texas Tech,71,2
2003,4,3,Midwest,1,57,Duke,Texas Tech,51,2
2003,1,4,West,1,86,LSU,Southwest Texas St,50,16
2003,1,4,West,8,78,Wisconsin Green Bay,Washington,65,9
2003,1,4,West,5,94,Louisiana Tech,Pepperdine,60,12
2003,1,4,West,4,66,Ohio St,Weber St,44,13
2003,1,4,West,6,68,Minnesota,Tulane,48,11
2003,1,4,West,3,82,Stanford,Western Michigan,66,14
2003,1,4,West,7,71,Arkansas,Cincinnati,57,10
2003,1,4,West,2,90,Texas,Hampton,46,15
2003,2,4,West,1,80,LSU,Wisconsin Green Bay,69,8
2003,2,4,West,5,74,Louisiana Tech,Ohio St,61,4
2003,2,4,West,6,68,Minnesota,Stanford,56,3
2003,2,4,West,7,50,Arkansas,Texas,67,2
2003,3,4,West,1,69,LSU,Louisiana Tech,63,5
2003,3,4,West,6,60,Minnesota,Texas,73,2
2003,4,4,West,1,60,LSU,Texas,78,2
2003,5,0,National,1,71,Connecticut,Texas,69,2
2003,5,0,National,1,66,Tennessee,Duke,56,1
2003,6,0,National,1,73,Connecticut,Tennessee,68,1
2004,1,1,East,1,79,Penn St,Hampton,42,16
2004,1,1,East,8,89,Virginia Tech,Iowa,76,9
2004,1,1,East,5,69,Notre Dame,Southwest Missouri St,65,12
2004,1,1,East,4,62,North Carolina,Middle Tennessee St,67,13
2004,1,1,East,6,49,Colorado,Santa Barbara,76,11
2004,1,1,East,3,62,Houston,Wisconsin Green Bay,47,14
2004,1,1,East,7,79,Auburn,NC State,59,10
2004,1,1,East,2,91,Connecticut,Pennsylvania,55,15
2004,2,1,East,1,61,Penn St,Virginia Tech,48,8
2004,2,1,East,5,59,Notre Dame,Middle Tennessee St,46,13
2004,2,1,East,11,56,Santa Barbara,Houston,52,3
2004,2,1,East,7,53,Auburn,Connecticut,79,2
2004,3,1,East,1,55,Penn St,Notre Dame,49,5
2004,3,1,East,11,55,Santa Barbara,Connecticut,63,2
2004,4,1,East,1,49,Penn St,Connecticut,66,2
2004,1,2,Mideast,1,103,Duke,Northwestern St,51,16
2004,1,2,Mideast,8,64,Old Dominion,Marquette,67,9
2004,1,2,Mideast,5,81,Louisiana Tech,Montana,77,12
2004,1,2,Mideast,4,60,Texas Tech,Maine,50,13
2004,1,2,Mideast,6,73,Ohio St,West Virginia,67,11
2004,1,2,Mideast,3,58,Boston College,Eastern Michigan,56,14
2004,1,2,Mideast,7,92,Minnesota,UCLA,81,10
2004,1,2,Mideast,2,71,Kansas St,Valparaiso,63,15
2004,2,2,Mideast,1,76,Duke,Marquette,67,9
2004,2,2,Mideast,5,81,Louisiana Tech,Texas Tech,64,4
2004,2,2,Mideast,6,48,Ohio St,Boston College,63,3
2004,2,2,Mideast,7,80,Minnesota,Kansas St,61,2
2004,3,2,Mideast,1,63,Duke,Louisiana Tech,49,5
2004,3,2,Mideast,3,63,Boston College,Minnesota,76,7
2004,4,2,Mideast,1,75,Duke,Minnesota,82,7
2004,1,3,Midwest,1,77,Tennessee,Colgate,54,16
2004,1,3,Midwest,8,46,George Washington,DePaul,83,9
2004,1,3,Midwest,5,68,Florida,New Mexico,56,12
2004,1,3,Midwest,4,71,Baylor,Loyola Marymount,60,13
2004,1,3,Midwest,6,68,Stanford,Missouri,44,11
2004,1,3,Midwest,3,58,Oklahoma,Marist,45,14
2004,1,3,Midwest,7,69,Rutgers,Chattanooga,74,10
2004,1,3,Midwest,2,76,Vanderbilt,Lipscomb,45,15
2004,2,3,Midwest,1,79,Tennessee,DePaul,59,9
2004,2,3,Midwest,5,76,Florida,Baylor,91,4
2004,2,3,Midwest,6,68,Stanford,Oklahoma,43,3
2004,2,3,Midwest,10,44,Chattanooga,Vanderbilt,60,2
2004,3,3,Midwest,1,71,Tennessee,Baylor,69,4
2004,3,3,Midwest,6,57,Stanford,Vanderbilt,55,2
2004,4,3,Midwest,1,62,Tennessee,Stanford,60,6
2004,1,4,West,1,92,Texas,Southern,57,16
2004,1,4,West,8,72,Michigan St,Arizona,60,9
2004,1,4,West,5,85,Miami,Maryland,86,12
2004,1,4,West,4,83,LSU,Austin Peay,66,13
2004,1,4,West,6,70,TCU,Temple,57,11
2004,1,4,West,3,78,Georgia,Liberty,53,14
2004,1,4,West,7,66,Villanova,Ole Miss,63,10
2004,1,4,West,2,78,Purdue,St Francis,59,15
2004,2,4,West,1,80,Texas,Michigan St,61,8
2004,2,4,West,12,61,Maryland,LSU,76,4
2004,2,4,West,6,71,TCU,Georgia,85,3
2004,2,4,West,7,42,Villanova,Purdue,60,2
2004,3,4,West,1,55,Texas,LSU,71,4
2004,3,4,West,3,66,Georgia,Purdue,64,2
2004,4,4,West,4,62,LSU,Georgia,60,3
2004,5,0,National,2,67,Connecticut,Minnesota,58,7
2004,5,0,National,1,52,Tennessee,LSU,50,4
2004,6,0,National,2,70,Connecticut,Tennessee,61,1
2005,1,1,Chattanooga,1,70,LSU,Stetson,36,16
2005,1,1,Chattanooga,8,69,Oklahoma,Arizona,72,9
2005,1,1,Chattanooga,5,79,DePaul,Virginia Tech,78,12
2005,1,1,Chattanooga,4,70,Penn St,Liberty,78,13
2005,1,1,Chattanooga,6,75,Georgia,Rice,49,11
2005,1,1,Chattanooga,3,64,Texas,Oral Roberts,47,14
2005,1,1,Chattanooga,7,65,Boston College,Houston,43,10
2005,1,1,Chattanooga,2,80,Duke,Canisius,48,15
2005,2,1,Chattanooga,1,76,LSU,Arizona,43,9
2005,2,1,Chattanooga,5,79,DePaul,Liberty,88,13
2005,2,1,Chattanooga,6,70,Georgia,Texas,68,3
2005,2,1,Chattanooga,7,65,Boston College,Duke,70,2
2005,3,1,Chattanooga,1,90,LSU,Liberty,48,13
2005,3,1,Chattanooga,6,57,Georgia,Duke,63,2
2005,4,1,Chattanooga,1,59,LSU,Duke,49,2
2005,1,2,Kansascity,1,73,Michigan St,Alcorn St,41,16
2005,1,2,Kansascity,8,65,USC,Louisville,49,9
2005,1,2,Kansascity,5,67,Vanderbilt,Montana,44,12
2005,1,2,Kansascity,4,70,Kansas St,Bowling Green,60,13
2005,1,2,Kansascity,6,87,Florida St,Richmond,54,11
2005,1,2,Kansascity,3,95,Connecticut,Dartmouth,47,14
2005,1,2,Kansascity,7,61,Iowa St,Utah,73,10
2005,1,2,Kansascity,2,94,Stanford,Santa Clara,57,15
2005,2,2,Kansascity,1,61,Michigan St,USC,59,8
2005,2,2,Kansascity,5,63,Vanderbilt,Kansas St,60,4
2005,2,2,Kansascity,6,52,Florida St,Connecticut,70,3
2005,2,2,Kansascity,10,62,Utah,Stanford,88,2
2005,3,2,Kansascity,1,76,Michigan St,Vanderbilt,64,5
2005,3,2,Kansascity,3,59,Connecticut,Stanford,76,2
2005,4,2,Kansascity,1,76,Michigan St,Stanford,69,2
2005,1,3,Philadelphia,1,94,Tennessee,Western Carolina,43,16
2005,1,3,Philadelphia,8,56,New Mexico,Purdue,68,9
2005,1,3,Philadelphia,5,58,NC State,Middle Tennessee St,60,12
2005,1,3,Philadelphia,4,69,Texas Tech,Texas Arlington,49,13
2005,1,3,Philadelphia,6,66,Temple,Louisiana Tech,61,11
2005,1,3,Philadelphia,3,62,Rutgers,Hartford,37,14
2005,1,3,Philadelphia,7,65,Maryland,Wisconsin Green Bay,55,10
2005,1,3,Philadelphia,2,86,Ohio St,Holy Cross,45,15
2005,2,3,Philadelphia,1,75,Tennessee,Purdue,54,9
2005,2,3,Philadelphia,12,69,Middle Tennessee St,Texas Tech,80,4
2005,2,3,Philadelphia,6,54,Temple,Rutgers,61,3
2005,2,3,Philadelphia,7,65,Maryland,Ohio St,75,2
2005,3,3,Philadelphia,1,75,Tennessee,Texas Tech,59,4
2005,3,3,Philadelphia,3,64,Rutgers,Ohio St,58,2
2005,4,3,Philadelphia,1,59,Tennessee,Rutgers,49,3
2005,1,4,Tempe,1,97,North Carolina,Coppin St,62,16
2005,1,4,Tempe,8,57,Ole Miss,George Washington,60,9
2005,1,4,Tempe,5,87,Arizona St,Eastern Kentucky,65,12
2005,1,4,Tempe,4,61,Notre Dame,Santa Barbara,51,13
2005,1,4,Tempe,6,79,Virginia,Old Dominion,57,11
2005,1,4,Tempe,3,64,Minnesota,St Francis,33,14
2005,1,4,Tempe,7,55,TCU,Oregon,58,10
2005,1,4,Tempe,2,91,Baylor,Illinois St,70,15
2005,2,4,Tempe,1,71,North Carolina,George Washington,47,9
2005,2,4,Tempe,5,70,Arizona St,Notre Dame,61,4
2005,2,4,Tempe,6,58,Virginia,Minnesota,73,3
2005,2,4,Tempe,10,46,Oregon,Baylor,69,2
2005,3,4,Tempe,1,79,North Carolina,Arizona St,72,5
2005,3,4,Tempe,3,57,Minnesota,Baylor,64,2
2005,4,4,Tempe,1,63,North Carolina,Baylor,72,2
2005,5,0,National,1,57,LSU,Baylor,68,2
2005,5,0,National,1,68,Michigan St,Tennessee,64,1
2005,6,0,National,2,84,Baylor,Michigan St,62,1
2006,1,1,Albuquerque,1,68,Ohio St,Oakland,45,16
2006,1,1,Albuquerque,8,78,Boston College,Notre Dame,61,9
2006,1,1,Albuquerque,5,76,Utah,Middle Tennessee St,71,12
2006,1,1,Albuquerque,4,80,Arizona St,Stephen F Austin,61,13
2006,1,1,Albuquerque,6,59,Florida,New Mexico,83,11
2006,1,1,Albuquerque,3,74,Baylor,Northern Arizona,56,14
2006,1,1,Albuquerque,7,78,St Johns,California,68,10
2006,1,1,Albuquerque,2,95,Maryland,Sacred Heart,54,15
2006,2,1,Albuquerque,1,69,Ohio St,Boston College,79,8
2006,2,1,Albuquerque,5,86,Utah,Arizona St,65,4
2006,2,1,Albuquerque,11,67,New Mexico,Baylor,87,3
2006,2,1,Albuquerque,7,74,St Johns,Maryland,81,2
2006,3,1,Albuquerque,8,54,Boston College,Utah,57,5
2006,3,1,Albuquerque,3,63,Baylor,Maryland,82,2
2006,4,1,Albuquerque,5,65,Utah,Maryland,75,2
2006,1,2,Bridgeport,1,96,Duke,Southern,27,16
2006,1,2,Bridgeport,8,67,USC,South Florida,65,9
2006,1,2,Bridgeport,5,69,Kentucky,Chattanooga,59,12
2006,1,2,Bridgeport,4,65,Michigan St,Wisconsin Milwaukee,46,13
2006,1,2,Bridgeport,6,58,Temple,Hartford,64,11
2006,1,2,Bridgeport,3,75,Georgia,Marist,60,14
2006,1,2,Bridgeport,7,82,Virginia Tech,Missouri,51,10
2006,1,2,Bridgeport,2,77,Connecticut,Coppin St,54,15
2006,2,2,Bridgeport,1,85,Duke,USC,51,8
2006,2,2,Bridgeport,5,63,Kentucky,Michigan St,67,4
2006,2,2,Bridgeport,11,54,Hartford,Georgia,73,3
2006,2,2,Bridgeport,7,56,Virginia Tech,Connecticut,79,2
2006,3,2,Bridgeport,1,86,Duke,Michigan St,61,4
2006,3,2,Bridgeport,3,75,Georgia,Connecticut,77,2
2006,4,2,Bridgeport,1,63,Duke,Connecticut,61,2
2006,1,3,Cleveland,1,75,North Carolina,UC-Riverside,51,16
2006,1,3,Cleveland,8,76,Vanderbilt,Louisville,64,9
2006,1,3,Cleveland,5,74,UCLA,Bowling Green,61,12
2006,1,3,Cleveland,4,73,Purdue,Southwest Missouri St,52,13
2006,1,3,Cleveland,6,65,Texas A&M,TCU,69,11
2006,1,3,Cleveland,3,63,Rutgers,Dartmouth,58,14
2006,1,3,Cleveland,7,87,George Washington,Old Dominion,72,10
2006,1,3,Cleveland,2,102,Tennessee,Army,54,15
2006,2,3,Cleveland,1,89,North Carolina,Vanderbilt,70,8
2006,2,3,Cleveland,5,54,UCLA,Purdue,61,4
2006,2,3,Cleveland,11,48,TCU,Rutgers,82,3
2006,2,3,Cleveland,7,53,George Washington,Tennessee,66,2
2006,3,3,Cleveland,1,70,North Carolina,Purdue,68,4
2006,3,3,Cleveland,3,69,Rutgers,Tennessee,76,2
2006,4,3,Cleveland,1,75,North Carolina,Tennessee,63,2
2006,1,4,Sanantonio,1,72,LSU,Florida Atlantic,48,16
2006,1,4,Sanantonio,8,69,Minnesota,Washington,73,9
2006,1,4,Sanantonio,5,61,NC State,Tulsa,71,12
2006,1,4,Sanantonio,4,68,DePaul,Liberty,43,13
2006,1,4,Sanantonio,6,80,Florida St,Louisiana Tech,71,11
2006,1,4,Sanantonio,3,72,Stanford,Southeast Missouri St,45,14
2006,1,4,Sanantonio,7,67,BYU,Iowa,62,10
2006,1,4,Sanantonio,2,78,Oklahoma,Pepperdine,66,15
2006,2,4,Sanantonio,1,72,LSU,Washington,49,9
2006,2,4,Sanantonio,12,67,Tulsa,DePaul,71,4
2006,2,4,Sanantonio,6,70,Florida St,Stanford,88,3
2006,2,4,Sanantonio,7,70,BYU,Oklahoma,86,2
2006,3,4,Sanantonio,1,66,LSU,DePaul,56,4
2006,3,4,Sanantonio,3,88,Stanford,Oklahoma,74,2
2006,4,4,Sanantonio,1,62,LSU,Stanford,59,3
2006,5,0,National,2,81,Maryland,North Carolina,70,1
2006,5,0,National,1,64,Duke,LSU,45,1
2006,6,0,National,2,78,Maryland,Duke,75,1
2007,1,1,Dallas,1,95,North Carolina,Prairie View,38,16
2007,1,1,Dallas,8,59,California,Notre Dame,62,9
2007,1,1,Dallas,5,76,George Washington,Boise St,67,12
2007,1,1,Dallas,4,58,Texas A&M,Texas Arlington,50,13
2007,1,1,Dallas,6,79,Iowa St,Washington,60,11
2007,1,1,Dallas,3,53,Georgia,Belmont,36,14
2007,1,1,Dallas,7,55,Georgia Tech,DePaul,54,10
2007,1,1,Dallas,2,63,Purdue,Oral Roberts,42,15
2007,2,1,Dallas,1,60,North Carolina,Notre Dame,51,9
2007,2,1,Dallas,5,59,George Washington,Texas A&M,47,4
2007,2,1,Dallas,6,56,Iowa St,Georgia,76,3
2007,2,1,Dallas,7,63,Georgia Tech,Purdue,76,2
2007,3,1,Dallas,1,70,North Carolina,George Washington,56,5
2007,3,1,Dallas,3,65,Georgia,Purdue,78,2
2007,4,1,Dallas,1,84,North Carolina,Purdue,72,2
2007,1,2,Dayton,1,76,Tennessee,Drake,37,16
2007,1,2,Dayton,8,71,Pittsburgh,James Madison,61,9
2007,1,2,Dayton,5,85,Middle Tennessee St,Gonzaga,46,12
2007,1,2,Dayton,4,63,Ohio St,Marist,67,13
2007,1,2,Dayton,6,87,Marquette,Louisiana Lafayette,58,11
2007,1,2,Dayton,3,74,Oklahoma,Southeast Missouri St,60,14
2007,1,2,Dayton,7,88,Ole Miss,TCU,74,10
2007,1,2,Dayton,2,89,Maryland,Harvard,65,15
2007,2,2,Dayton,1,68,Tennessee,Pittsburgh,54,8
2007,2,2,Dayton,5,59,Middle Tennessee St,Marist,73,13
2007,2,2,Dayton,6,47,Marquette,Oklahoma,78,3
2007,2,2,Dayton,7,89,Ole Miss,Maryland,78,2
2007,3,2,Dayton,1,65,Tennessee,Marist,46,13
2007,3,2,Dayton,3,82,Oklahoma,Ole Miss,90,7
2007,4,2,Dayton,1,98,Tennessee,Ole Miss,62,7
2007,1,3,Fresno,1,82,Connecticut,UMBC,33,16
2007,1,3,Fresno,8,52,New Mexico,Wisconsin Green Bay,59,9
2007,1,3,Fresno,5,68,Baylor,Chattanooga,55,12
2007,1,3,Fresno,4,84,NC State,Robert Morris,52,13
2007,1,3,Fresno,6,52,Xavier,West Virginia,65,11
2007,1,3,Fresno,3,77,LSU,UNC Asheville,39,14
2007,1,3,Fresno,7,75,Old Dominion,Florida St,85,10
2007,1,3,Fresno,2,96,Stanford,Idaho St,58,15
2007,2,3,Fresno,1,94,Connecticut,Wisconsin Green Bay,70,9
2007,2,3,Fresno,5,72,Baylor,NC State,78,4
2007,2,3,Fresno,11,43,West Virginia,LSU,49,3
2007,2,3,Fresno,10,68,Florida St,Stanford,61,2
2007,3,3,Fresno,1,78,Connecticut,NC State,71,4
2007,3,3,Fresno,3,55,LSU,Florida St,43,10
2007,4,3,Fresno,1,50,Connecticut,LSU,73,3
2007,1,4,Greensboro,1,81,Duke,Holy Cross,44,16
2007,1,4,Greensboro,8,64,Temple,Nebraska,61,9
2007,1,4,Greensboro,5,69,Michigan St,Delaware,58,12
2007,1,4,Greensboro,4,77,Rutgers,East Carolina,34,13
2007,1,4,Greensboro,6,80,Louisville,BYU,54,11
2007,1,4,Greensboro,3,57,Arizona St,UC-Riverside,50,14
2007,1,4,Greensboro,7,70,Bowling Green,Oklahoma St,66,10
2007,1,4,Greensboro,2,62,Vanderbilt,Delaware St,47,15
2007,2,4,Greensboro,1,62,Duke,Temple,52,8
2007,2,4,Greensboro,5,57,Michigan St,Rutgers,70,4
2007,2,4,Greensboro,6,58,Louisville,Arizona St,67,3
2007,2,4,Greensboro,7,59,Bowling Green,Vanderbilt,56,2
2007,3,4,Greensboro,1,52,Duke,Rutgers,53,4
2007,3,4,Greensboro,3,67,Arizona St,Bowling Green,49,7
2007,4,4,Greensboro,4,64,Rutgers,Arizona St,45,3
2007,5,0,National,1,50,North Carolina,Tennessee,56,1
2007,5,0,National,3,35,LSU,Rutgers,59,4
2007,6,0,National,1,59,Tennessee,Rutgers,46,4
2008,1,1,Greensboro,1,89,Connecticut,Cornell,47,16
2008,1,1,Greensboro,8,72,Texas,Minnesota,55,9
2008,1,1,Greensboro,5,82,Old Dominion,Liberty,62,12
2008,1,1,Greensboro,4,86,Virginia,Santa Barbara,52,13
2008,1,1,Greensboro,6,66,George Washington,Auburn,56,11
2008,1,1,Greensboro,3,77,California,San Diego,60,14
2008,1,1,Greensboro,7,58,Iowa St,Georgia Tech,55,10
2008,1,1,Greensboro,2,85,Rutgers,Robert Morris,42,15
2008,2,1,Greensboro,1,89,Connecticut,Texas,55,8
2008,2,1,Greensboro,5,88,Old Dominion,Virginia,85,4
2008,2,1,Greensboro,6,55,George Washington,California,53,3
2008,2,1,Greensboro,7,58,Iowa St,Rutgers,69,2
2008,3,1,Greensboro,1,78,Connecticut,Old Dominion,63,5
2008,3,1,Greensboro,6,42,George Washington,Rutgers,53,2
2008,4,1,Greensboro,1,66,Connecticut,Rutgers,56,2
2008,1,2,Neworleans,1,80,Maryland,Coppin St,66,16
2008,1,2,Neworleans,8,61,Nebraska,Xavier,58,9
2008,1,2,Neworleans,5,61,West Virginia,New Mexico,60,12
2008,1,2,Neworleans,4,75,Vanderbilt,Montana,47,13
