Seed 1,Year,Round,Region Number,Region Name,Team 1,Team 2,Seed 2
1,2026,1,1,Birmingham2,Connecticut,Texas San Antonio,16
8,2026,1,1,Birmingham2,Iowa St,Syracuse,9
5,2026,1,1,Birmingham2,Maryland,Murray St,12
4,2026,1,1,Birmingham2,North Carolina,Western Illinois,13
6,2026,1,1,Birmingham2,Notre Dame,Fairfield,11
3,2026,1,1,Birmingham2,Ohio St,Howard,14
7,2026,1,1,Birmingham2,Illinois,Colorado,10
2,2026,1,1,Birmingham2,Vanderbilt,High Point,15
1,2026,1,2,Birmingham3,South Carolina,Samford,16
8,2026,1,2,Birmingham3,Clemson,USC,9
5,2026,1,2,Birmingham3,Michigan St,Colorado St,12
4,2026,1,2,Birmingham3,Oklahoma,Idaho,13
6,2026,1,2,Birmingham3,Washington,South Dakota St,11
3,2026,1,2,Birmingham3,TCU,UC San Diego,14
7,2026,1,2,Birmingham3,Georgia,Virginia,10
2,2026,1,2,Birmingham3,Iowa,Fairleigh Dickinson,15
1,2026,1,3,Spokane1,UCLA,California Baptist,16
8,2026,1,3,Spokane1,Oklahoma St,Princeton,9
5,2026,1,3,Spokane1,Ole Miss,Gonzaga,12
4,2026,1,3,Spokane1,Minnesota,Wisconsin Green Bay,13
6,2026,1,3,Spokane1,Baylor,Nebraska,11
3,2026,1,3,Spokane1,Duke,College of Charleston,14
7,2026,1,3,Spokane1,Texas Tech,Villanova,10
2,2026,1,3,Spokane1,LSU,Jacksonville,15
1,2026,1,4,Spokane4,Texas,Stephen F Austin,16
8,2026,1,4,Spokane4,Oregon,Virginia Tech,9
5,2026,1,4,Spokane4,Kentucky,James Madison,12
4,2026,1,4,Spokane4,West Virginia,Miami Ohio,13
6,2026,1,4,Spokane4,Alabama,Rhode Island,11
3,2026,1,4,Spokane4,Louisville,Vermont,14
7,2026,1,4,Spokane4,NC State,Tennessee,10
2,2026,1,4,Spokane4,Michigan,Holy Cross,15
