Seed 1,Year,Round,Region Number,Region Name,Team 1,Team 2,Seed 2
1,2025,1,1,Birmingham2,South Carolina,Tennessee Tech,16
8,2025,1,1,Birmingham2,Utah,Indiana,9
5,2025,1,1,Birmingham2,Alabama,Wisconsin Green Bay,12
4,2025,1,1,Birmingham2,Maryland,Norfolk St,13
6,2025,1,1,Birmingham2,West Virginia,Columbia,11
3,2025,1,1,Birmingham2,North Carolina,Oregon St,14
7,2025,1,1,Birmingham2,Vanderbilt,Oregon,10
2,2025,1,1,Birmingham2,Duke,Lehigh,15
1,2025,1,2,Birmingham3,Texas,William & Mary,16
8,2025,1,2,Birmingham3,Illinois,Creighton,9
5,2025,1,2,Birmingham3,Tennessee,South Florida,12
4,2025,1,2,Birmingham3,Ohio St,Montana St,13
6,2025,1,2,Birmingham3,Michigan,Iowa St,11
3,2025,1,2,Birmingham3,Notre Dame,Stephen F Austin,14
7,2025,1,2,Birmingham3,Louisville,Nebraska,10
2,2025,1,2,Birmingham3,TCU,Fairleigh Dickinson,15
1,2025,1,3,Spokane1,UCLA,Southern,16
8,2025,1,3,Spokane1,Richmond,Georgia Tech,9
5,2025,1,3,Spokane1,Ole Miss,Ball St,12
4,2025,1,3,Spokane1,Baylor,Grand Canyon,13
6,2025,1,3,Spokane1,Florida St,George Mason,11
3,2025,1,3,Spokane1,LSU,San Diego St,14
7,2025,1,3,Spokane1,Michigan St,Harvard,10
2,2025,1,3,Spokane1,NC State,Vermont,15
1,2025,1,4,Spokane4,USC,UNC Greensboro,16
8,2025,1,4,Spokane4,California,Mississippi St,9
5,2025,1,4,Spokane4,Kansas St,Fairfield,12
4,2025,1,4,Spokane4,Kentucky,Liberty,13
6,2025,1,4,Spokane4,Iowa,Murray St,11
3,2025,1,4,Spokane4,Oklahoma,Florida Gulf Coast,14
7,2025,1,4,Spokane4,Oklahoma St,South Dakota St,10
2,2025,1,4,Spokane4,Connecticut,Arkansas St,15
