Seed 1,Year,Round,Region Number,Region Name,Team 1,Team 2,Seed 2
1,1996,1,1,East,Tennessee,Radford,16
8,1996,1,1,East,Memphis,Ohio St,9
5,1996,1,1,East,Texas,Southwest Missouri St,12
4,1996,1,1,East,Kansas,Middle Tennessee St,13
6,1996,1,1,East,George Washington,Maine,11
3,1996,1,1,East,Virginia,Manhattan,14
7,1996,1,1,East,Ole Miss,Toledo,10
2,1996,1,1,East,Old Dominion,Holy Cross,15
1,1996,1,2,Mideast,Connecticut,Howard,16
8,1996,1,2,Mideast,Massachusetts,Michigan St,9
5,1996,1,2,Mideast,Florida,San Francisco,12
4,1996,1,2,Mideast,Duke,James Madison,13
6,1996,1,2,Mideast,Wisconsin,Oregon,11
3,1996,1,2,Mideast,Vanderbilt,Harvard,14
7,1996,1,2,Mideast,DePaul,SMU,10
2,1996,1,2,Mideast,Iowa,Butler,15
1,1996,1,3,Midwest,Louisiana Tech,Central Florida,16
8,1996,1,3,Midwest,Utah,Southern Mississippi,9
5,1996,1,3,Midwest,Purdue,Notre Dame,12
4,1996,1,3,Midwest,Texas Tech,Portland,13
6,1996,1,3,Midwest,Oregon St,Stephen F Austin,11
3,1996,1,3,Midwest,Clemson,Austin Peay,14
7,1996,1,3,Midwest,Oklahoma St,Rhode Island,10
2,1996,1,3,Midwest,Georgia,St Francis,15
1,1996,1,4,West,Stanford,Grambling,16
8,1996,1,4,West,Colorado St,Nebraska,9
5,1996,1,4,West,NC State,Montana,12
4,1996,1,4,West,Alabama,Appalachian St,13
6,1996,1,4,West,Auburn,Hawaii,11
3,1996,1,4,West,Colorado,Tulane,14
7,1996,1,4,West,Texas A&M,Kent St,10
2,1996,1,4,West,Penn St,Youngstown State,15
