Seed 1,Year,Round,Region Number,Region Name,Team 1,Team 2,Seed 2
1,1998,1,1,East,Old Dominion,St Francis,16
8,1998,1,1,East,New Mexico,Nebraska,9
5,1998,1,1,East,Memphis,Youngstown State,12
4,1998,1,1,East,NC State,Maine,13
6,1998,1,1,East,Virginia,SMU,11
3,1998,1,1,East,Arizona,Santa Clara,14
7,1998,1,1,East,Georgia,George Washington,10
2,1998,1,1,East,Connecticut,Fairfield,15
1,1998,1,2,Mideast,Tennessee,Liberty,16
8,1998,1,2,Mideast,Western Kentucky,Stephen F Austin,9
5,1998,1,2,Mideast,Rutgers,Oregon,12
4,1998,1,2,Mideast,Iowa St,Kent St,13
6,1998,1,2,Mideast,Vanderbilt,Santa Barbara,11
3,1998,1,2,Mideast,Illinois,Wisconsin Green Bay,14
7,1998,1,2,Mideast,Florida International,Marquette,10
2,1998,1,2,Mideast,North Carolina,Howard,15
1,1998,1,3,Midwest,Texas Tech,Grambling,16
8,1998,1,3,Midwest,Southwest Missouri St,Notre Dame,9
5,1998,1,3,Midwest,Drake,Colorado St,12
4,1998,1,3,Midwest,Purdue,Washington,13
6,1998,1,3,Midwest,Clemson,Miami,11
3,1998,1,3,Midwest,Louisiana Tech,Holy Cross,14
7,1998,1,3,Midwest,UCLA,Michigan,10
2,1998,1,3,Midwest,Alabama,UNC Greensboro,15
1,1998,1,4,West,Stanford,Harvard,16
8,1998,1,4,West,Hawaii,Arkansas,9
5,1998,1,4,West,Kansas,Tulane,12
4,1998,1,4,West,Iowa,Massachusetts,13
6,1998,1,4,West,Wisconsin,Virginia Tech,11
3,1998,1,4,West,Florida,Montana,14
7,1998,1,4,West,Utah,Louisville,10
2,1998,1,4,West,Duke,Middle Tennessee St,15
