Seed 1,Year,Round,Region Number,Region Name,Team 1,Team 2,Seed 2
1,2002,1,1,East,Duke,Norfolk St,16
8,2002,1,1,East,TCU,Indiana,9
5,2002,1,1,East,Louisiana Tech,Santa Barbara,12
4,2002,1,1,East,Texas,Wisconsin Green Bay,13
6,2002,1,1,East,Cincinnati,St Peters,11
3,2002,1,1,East,South Carolina,Liberty,14
7,2002,1,1,East,Drake,Syracuse,10
2,2002,1,1,East,Baylor,Bucknell,15
1,2002,1,2,Mideast,Connecticut,St Francis,16
8,2002,1,2,Mideast,Virginia,Iowa,9
5,2002,1,2,Mideast,Florida International,Creighton,12
4,2002,1,2,Mideast,Penn St,Chattanooga,13
6,2002,1,2,Mideast,Arkansas,Clemson,11
3,2002,1,2,Mideast,Kansas St,Kent St,14
7,2002,1,2,Mideast,Old Dominion,Georgia,10
2,2002,1,2,Mideast,Purdue,Austin Peay,15
1,2002,1,3,Midwest,Vanderbilt,Oakland,16
8,2002,1,3,Midwest,Wisconsin,Arizona St,9
5,2002,1,3,Midwest,Minnesota,UNLV,12
4,2002,1,3,Midwest,North Carolina,Harvard,13
6,2002,1,3,Midwest,Florida,BYU,11
3,2002,1,3,Midwest,Iowa St,Temple,14
7,2002,1,3,Midwest,Notre Dame,New Mexico,10
2,2002,1,3,Midwest,Tennessee,Georgia St,15
1,2002,1,4,West,Oklahoma,Hartford,16
8,2002,1,4,West,Pepperdine,Villanova,9
5,2002,1,4,West,Boston College,Mississippi St,12
4,2002,1,4,West,Texas Tech,Stephen F Austin,13
6,2002,1,4,West,LSU,Santa Clara,11
3,2002,1,4,West,Colorado,Southern,14
7,2002,1,4,West,Colorado St,Tulane,10
2,2002,1,4,West,Stanford,Weber St,15
