Seed 1,Year,Round,Region Number,Region Name,Team 1,Team 2,Seed 2
1,2012,1,1,Desmoines,Baylor,Santa Barbara,16
8,2012,1,1,Desmoines,Ohio St,Florida,9
5,2012,1,1,Desmoines,Georgetown,Fresno St,12
4,2012,1,1,Desmoines,Georgia Tech,Sacred Heart,13
6,2012,1,1,Desmoines,Nebraska,Kansas,11
3,2012,1,1,Desmoines,Delaware,Arkansas Little Rock,14
7,2012,1,1,Desmoines,DePaul,BYU,10
2,2012,1,1,Desmoines,Tennessee,UT-Martin,15
1,2012,1,2,Fresno,Stanford,Hampton,16
8,2012,1,2,Fresno,West Virginia,Texas,9
5,2012,1,2,Fresno,South Carolina,Eastern Michigan,12
4,2012,1,2,Fresno,Purdue,South Dakota St,13
6,2012,1,2,Fresno,Oklahoma,Michigan,11
3,2012,1,2,Fresno,St Johns,Creighton,14
7,2012,1,2,Fresno,Vanderbilt,Middle Tennessee St,10
2,2012,1,2,Fresno,Duke,Samford,15
1,2012,1,3,Kingston,Connecticut,Prairie View,16
8,2012,1,3,Kingston,Kansas St,Princeton,9
5,2012,1,3,Kingston,LSU,San Diego St,12
4,2012,1,3,Kingston,Penn St,UTEP,13
6,2012,1,3,Kingston,Rutgers,Gonzaga,11
3,2012,1,3,Kingston,Miami,Idaho St,14
7,2012,1,3,Kingston,Wisconsin Green Bay,Iowa St,10
2,2012,1,3,Kingston,Kentucky,McNeese St,15
1,2012,1,4,Raleigh,Notre Dame,Liberty,16
8,2012,1,4,Raleigh,California,Iowa,9
5,2012,1,4,Raleigh,St Bonaventure,Florida Gulf Coast,12
4,2012,1,4,Raleigh,Georgia,Marist,13
6,2012,1,4,Raleigh,Arkansas,Dayton,11
3,2012,1,4,Raleigh,Texas A&M,Albany,14
7,2012,1,4,Raleigh,Louisville,Michigan St,10
2,2012,1,4,Raleigh,Maryland,Navy,15
