Seed 1,Year,Round,Region Number,Region Name,Team 1,Team 2,Seed 2
1,2010,1,1,Dayton,Connecticut,Southern,16
8,2010,1,1,Dayton,Temple,James Madison,9
5,2010,1,1,Dayton,Virginia,Wisconsin Green Bay,12
4,2010,1,1,Dayton,Iowa St,Lehigh,13
6,2010,1,1,Dayton,St Johns,Princeton,11
3,2010,1,1,Dayton,Florida St,Louisiana Tech,14
7,2010,1,1,Dayton,Mississippi St,Middle Tennessee St,10
2,2010,1,1,Dayton,Ohio St,St Francis,15
1,2010,1,2,Kansascity,Nebraska,Northern Iowa,16
8,2010,1,2,Kansascity,UCLA,NC State,9
5,2010,1,2,Kansascity,Michigan St,Bowling Green,12
4,2010,1,2,Kansascity,Kentucky,Liberty,13
6,2010,1,2,Kansascity,Georgia Tech,Arkansas Little Rock,11
3,2010,1,2,Kansascity,Oklahoma,South Dakota St,14
7,2010,1,2,Kansascity,Wisconsin,Vermont,10
2,2010,1,2,Kansascity,Notre Dame,Cleveland St,15
1,2010,1,3,Memphis,Tennessee,Austin Peay,16
8,2010,1,3,Memphis,Dayton,TCU,9
5,2010,1,3,Memphis,Georgetown,Marist,12
4,2010,1,3,Memphis,Baylor,Fresno St,13
6,2010,1,3,Memphis,Texas,San Diego St,11
3,2010,1,3,Memphis,West Virginia,Lamar,14
7,2010,1,3,Memphis,LSU,Hartford,10
2,2010,1,3,Memphis,Duke,Hampton,15
1,2010,1,4,Sacramento,Stanford,UC-Riverside,16
8,2010,1,4,Sacramento,Iowa,Rutgers,9
5,2010,1,4,Sacramento,Georgia,Tulane,12
4,2010,1,4,Sacramento,Oklahoma St,Chattanooga,13
6,2010,1,4,Sacramento,Vanderbilt,DePaul,11
3,2010,1,4,Sacramento,Xavier,East Tennessee St,14
7,2010,1,4,Sacramento,Gonzaga,North Carolina,10
2,2010,1,4,Sacramento,Texas A&M,Portland St,15
