Seed 1,Year,Round,Region Number,Region Name,Team 1,Team 2,Seed 2
1,2011,1,1,Dallas,Baylor,Prairie View,16
8,2011,1,1,Dallas,Houston,West Virginia,9
5,2011,1,1,Dallas,Wisconsin Green Bay,Arkansas Little Rock,12
4,2011,1,1,Dallas,Michigan St,Northern Iowa,13
6,2011,1,1,Dallas,Georgia,Middle Tennessee St,11
3,2011,1,1,Dallas,Florida St,Samford,14
7,2011,1,1,Dallas,Rutgers,Louisiana Tech,10
2,2011,1,1,Dallas,Texas A&M,McNeese St,15
1,2011,1,2,Dayton,Tennessee,Stetson,16
8,2011,1,2,Dayton,Marquette,Texas,9
5,2011,1,2,Dayton,Georgia Tech,Bowling Green,12
4,2011,1,2,Dayton,Ohio St,Central Florida,13
6,2011,1,2,Dayton,Oklahoma,James Madison,11
3,2011,1,2,Dayton,Miami,Gardner Webb,14
7,2011,1,2,Dayton,Arizona St,Temple,10
2,2011,1,2,Dayton,Notre Dame,Utah,15
1,2011,1,3,Philadelphia,Connecticut,Hartford,16
8,2011,1,3,Philadelphia,Kansas St,Purdue,9
5,2011,1,3,Philadelphia,Georgetown,Princeton,12
4,2011,1,3,Philadelphia,Maryland,St Francis,13
6,2011,1,3,Philadelphia,Penn St,Dayton,11
3,2011,1,3,Philadelphia,DePaul,Navy,14
7,2011,1,3,Philadelphia,Iowa St,Marist,10
2,2011,1,3,Philadelphia,Duke,UT-Martin,15
1,2011,1,4,Spokane,Stanford,UC Davis,16
8,2011,1,4,Spokane,Texas Tech,St Johns,9
5,2011,1,4,Spokane,North Carolina,Fresno St,12
4,2011,1,4,Spokane,Kentucky,Hampton,13
6,2011,1,4,Spokane,Iowa,Gonzaga,11
3,2011,1,4,Spokane,UCLA,Montana,14
7,2011,1,4,Spokane,Louisville,Vanderbilt,10
2,2011,1,4,Spokane,Xavier,South Dakota St,15
