Seed 1,Year,Round,Region Number,Region Name,Team 1,Team 2,Seed 2
1,2018,1,1,Albany,Connecticut,St Francis,16
8,2018,1,1,Albany,Miami,Quinnipiac,9
5,2018,1,1,Albany,Duke,Belmont,12
4,2018,1,1,Albany,Georgia,Mercer,13
6,2018,1,1,Albany,South Florida,Buffalo,11
3,2018,1,1,Albany,Florida St,Arkansas Little Rock,14
7,2018,1,1,Albany,California,Virginia,10
2,2018,1,1,Albany,South Carolina,North Carolina A&T,15
1,2018,1,2,Kansascity,Mississippi St,Nicholls St,16
8,2018,1,2,Kansascity,Syracuse,Oklahoma St,9
5,2018,1,2,Kansascity,Maryland,Princeton,12
4,2018,1,2,Kansascity,NC State,Elon,13
6,2018,1,2,Kansascity,Iowa,Creighton,11
3,2018,1,2,Kansascity,UCLA,American,14
7,2018,1,2,Kansascity,Arizona St,Nebraska,10
2,2018,1,2,Kansascity,Texas,Maine,15
1,2018,1,3,Lexington,Louisville,Boise St,16
8,2018,1,3,Lexington,Marquette,Dayton,9
5,2018,1,3,Lexington,Missouri,Florida Gulf Coast,12
4,2018,1,3,Lexington,Stanford,Gonzaga,13
6,2018,1,3,Lexington,Oregon St,Western Kentucky,11
3,2018,1,3,Lexington,Tennessee,Liberty,14
7,2018,1,3,Lexington,Michigan,Northern Colorado,10
2,2018,1,3,Lexington,Baylor,Grambling,15
1,2018,1,4,Spokane,Notre Dame,Cal St Northridge,16
8,2018,1,4,Spokane,South Dakota St,Villanova,9
5,2018,1,4,Spokane,DePaul,Oklahoma,12
4,2018,1,4,Spokane,Texas A&M,Drake,13
6,2018,1,4,Spokane,LSU,Central Michigan,11
3,2018,1,4,Spokane,Ohio St,George Washington,14
7,2018,1,4,Spokane,Wisconsin Green Bay,Minnesota,10
2,2018,1,4,Spokane,Oregon,Seattle,15
