Seed 1,Year,Round,Region Number,Region Name,Team 1,Team 2,Seed 2
1,2007,1,1,Dallas,North Carolina,Prairie View,16
8,2007,1,1,Dallas,California,Notre Dame,9
5,2007,1,1,Dallas,George Washington,Boise St,12
4,2007,1,1,Dallas,Texas A&M,Texas Arlington,13
6,2007,1,1,Dallas,Iowa St,Washington,11
3,2007,1,1,Dallas,Georgia,Belmont,14
7,2007,1,1,Dallas,Georgia Tech,DePaul,10
2,2007,1,1,Dallas,Purdue,Oral Roberts,15
1,2007,1,2,Dayton,Tennessee,Drake,16
8,2007,1,2,Dayton,Pittsburgh,James Madison,9
5,2007,1,2,Dayton,Middle Tennessee St,Gonzaga,12
4,2007,1,2,Dayton,Ohio St,Marist,13
6,2007,1,2,Dayton,Marquette,Louisiana Lafayette,11
3,2007,1,2,Dayton,Oklahoma,Southeast Missouri St,14
7,2007,1,2,Dayton,Ole Miss,TCU,10
2,2007,1,2,Dayton,Maryland,Harvard,15
1,2007,1,3,Fresno,Connecticut,UMBC,16
8,2007,1,3,Fresno,New Mexico,Wisconsin Green Bay,9
5,2007,1,3,Fresno,Baylor,Chattanooga,12
4,2007,1,3,Fresno,NC State,Robert Morris,13
6,2007,1,3,Fresno,Xavier,West Virginia,11
3,2007,1,3,Fresno,LSU,UNC Asheville,14
7,2007,1,3,Fresno,Old Dominion,Florida St,10
2,2007,1,3,Fresno,Stanford,Idaho St,15
1,2007,1,4,Greensboro,Duke,Holy Cross,16
8,2007,1,4,Greensboro,Temple,Nebraska,9
5,2007,1,4,Greensboro,Michigan St,Delaware,12
4,2007,1,4,Greensboro,Rutgers,East Carolina,13
6,2007,1,4,Greensboro,Louisville,BYU,11
3,2007,1,4,Greensboro,Arizona St,UC-Riverside,14
7,2007,1,4,Greensboro,Bowling Green,Oklahoma St,10
2,2007,1,4,Greensboro,Vanderbilt,Delaware St,15
