Seed 1,Year,Round,Region Number,Region Name,Team 1,Team 2,Seed 2
1,2017,1,1,Bridgeport,Connecticut,Albany,16
8,2017,1,1,Bridgeport,Syracuse,Iowa St,9
5,2017,1,1,Bridgeport,Texas A&M,Pennsylvania,12
4,2017,1,1,Bridgeport,UCLA,Boise St,13
6,2017,1,1,Bridgeport,West Virginia,Elon,11
3,2017,1,1,Bridgeport,Maryland,Bucknell,14
7,2017,1,1,Bridgeport,Temple,Oregon,10
2,2017,1,1,Bridgeport,Duke,Hampton,15
1,2017,1,2,Lexington,Notre Dame,Robert Morris,16
8,2017,1,2,Lexington,Wisconsin Green Bay,Purdue,9
5,2017,1,2,Lexington,Ohio St,Western Kentucky,12
4,2017,1,2,Lexington,Kentucky,Belmont,13
6,2017,1,2,Lexington,NC State,Auburn,11
3,2017,1,2,Lexington,Texas,Central Arkansas,14
7,2017,1,2,Lexington,Kansas St,Drake,10
2,2017,1,2,Lexington,Stanford,New Mexico St,15
1,2017,1,3,Oklahomacity,Baylor,Texas Southern,16
8,2017,1,3,Oklahomacity,LSU,California,9
5,2017,1,3,Oklahomacity,Tennessee,Dayton,12
4,2017,1,3,Oklahomacity,Louisville,Chattanooga,13
6,2017,1,3,Oklahomacity,Oklahoma,Gonzaga,11
3,2017,1,3,Oklahomacity,Washington,Montana St,14
7,2017,1,3,Oklahomacity,DePaul,Northern Iowa,10
2,2017,1,3,Oklahomacity,Mississippi St,Troy,15
1,2017,1,4,Stockton,South Carolina,UNC Asheville,16
8,2017,1,4,Stockton,Arizona St,Michigan St,9
5,2017,1,4,Stockton,Marquette,Quinnipiac,12
4,2017,1,4,Stockton,Miami,Florida Gulf Coast,13
6,2017,1,4,Stockton,Missouri,South Florida,11
3,2017,1,4,Stockton,Florida St,Western Illinois,14
7,2017,1,4,Stockton,Creighton,Toledo,10
2,2017,1,4,Stockton,Oregon St,Long Beach St,15
