Seed 1,Year,Round,Region Number,Region Name,Team 1,Team 2,Seed 2
1,2007,1,1,Midwest,Florida,Jackson St,16
8,2007,1,1,Midwest,Arizona,Purdue,9
5,2007,1,1,Midwest,Butler,Old Dominion,12
4,2007,1,1,Midwest,Maryland,Davidson,13
6,2007,1,1,Midwest,Notre Dame,Winthrop,11
3,2007,1,1,Midwest,Oregon,Miami Ohio,14
7,2007,1,1,Midwest,UNLV,Georgia Tech,10
2,2007,1,1,Midwest,Wisconsin,Texas A&M Corpus Christi,15
1,2007,1,2,West,Kansas,Niagara,16
8,2007,1,2,West,Kentucky,Villanova,9
5,2007,1,2,West,Virginia Tech,Illinois,12
4,2007,1,2,West,Southern Illinois,Holy Cross,13
6,2007,1,2,West,Duke,VCU,11
3,2007,1,2,West,Pittsburgh,Wright St,14
7,2007,1,2,West,Indiana,Gonzaga,10
2,2007,1,2,West,UCLA,Weber St,15
1,2007,1,3,East,North Carolina,Eastern Kentucky,16
8,2007,1,3,East,Marquette,Michigan St,9
5,2007,1,3,East,USC,Arkansas,12
4,2007,1,3,East,Texas,New Mexico St,13
6,2007,1,3,East,Vanderbilt,George Washington,11
3,2007,1,3,East,Washington St,Oral Roberts,14
7,2007,1,3,East,Boston College,Texas Tech,10
2,2007,1,3,East,Georgetown,Belmont,15
1,2007,1,4,South,Ohio St,Central Connecticut St,16
8,2007,1,4,South,BYU,Xavier,9
5,2007,1,4,South,Tennessee,Long Beach St,12
4,2007,1,4,South,Virginia,Albany,13
6,2007,1,4,South,Louisville,Stanford,11
3,2007,1,4,South,Texas A&M,Pennsylvania,14
7,2007,1,4,South,Nevada,Creighton,10
2,2007,1,4,South,Memphis,North Texas,15
