Seed 1,Year,Round,Region Number,Region Name,Team 1,Team 2,Seed 2
1,2015,1,1,Midwest,Kentucky,Hampton,16
8,2015,1,1,Midwest,Cincinnati,Purdue,9
5,2015,1,1,Midwest,West Virginia,Buffalo,12
4,2015,1,1,Midwest,Maryland,Valparaiso,13
6,2015,1,1,Midwest,Butler,Texas,11
3,2015,1,1,Midwest,Notre Dame,Northeastern,14
7,2015,1,1,Midwest,Wichita St,Indiana,10
2,2015,1,1,Midwest,Kansas,New Mexico St,15
1,2015,1,2,West,Wisconsin,Coastal Carolina,16
8,2015,1,2,West,Oregon,Oklahoma St,9
5,2015,1,2,West,Arkansas,Wofford,12
4,2015,1,2,West,North Carolina,Harvard,13
6,2015,1,2,West,Xavier,Ole Miss,11
3,2015,1,2,West,Baylor,Georgia St,14
7,2015,1,2,West,VCU,Ohio St,10
2,2015,1,2,West,Arizona,Texas Southern,15
1,2015,1,3,East,Villanova,Lafayette,16
8,2015,1,3,East,NC State,LSU,9
5,2015,1,3,East,Northern Iowa,Wyoming,12
4,2015,1,3,East,Louisville,Cal Irvine,13
6,2015,1,3,East,Providence,Dayton,11
3,2015,1,3,East,Oklahoma,Albany,14
7,2015,1,3,East,Michigan St,Georgia,10
2,2015,1,3,East,Virginia,Belmont,15
1,2015,1,4,South,Duke,Robert Morris,16
8,2015,1,4,South,San Diego St,St Johns,9
5,2015,1,4,South,Utah,Stephen F Austin,12
4,2015,1,4,South,Georgetown,Eastern Washington,13
6,2015,1,4,South,SMU,UCLA,11
3,2015,1,4,South,Iowa St,UAB,14
7,2015,1,4,South,Iowa,Davidson,10
2,2015,1,4,South,Gonzaga,North Dakota St,15
