Seed 1,Year,Round,Region Number,Region Name,Team 1,Team 2,Seed 2
1,2014,1,1,South,Florida,Albany,16
8,2014,1,1,South,Colorado,Pittsburgh,9
5,2014,1,1,South,VCU,Stephen F Austin,12
4,2014,1,1,South,UCLA,Tulsa,13
6,2014,1,1,South,Ohio St,Dayton,11
3,2014,1,1,South,Syracuse,Western Michigan,14
7,2014,1,1,South,New Mexico,Stanford,10
2,2014,1,1,South,Kansas,Eastern Kentucky,15
1,2014,1,2,East,Virginia,Coastal Carolina,16
8,2014,1,2,East,Memphis,George Washington,9
5,2014,1,2,East,Cincinnati,Harvard,12
4,2014,1,2,East,Michigan St,Delaware,13
6,2014,1,2,East,North Carolina,Providence,11
3,2014,1,2,East,Iowa St,North Carolina Central,14
7,2014,1,2,East,Connecticut,St Josephs,10
2,2014,1,2,East,Villanova,Wisconsin Milwaukee,15
1,2014,1,3,West,Arizona,Weber St,16
8,2014,1,3,West,Gonzaga,Oklahoma St,9
5,2014,1,3,West,Oklahoma,North Dakota St,12
4,2014,1,3,West,San Diego St,New Mexico St,13
6,2014,1,3,West,Baylor,Nebraska,11
3,2014,1,3,West,Creighton,Louisiana Lafayette,14
7,2014,1,3,West,Oregon,BYU,10
2,2014,1,3,West,Wisconsin,American,15
1,2014,1,4,Midwest,Wichita St,Cal Poly,16
8,2014,1,4,Midwest,Kentucky,Kansas St,9
5,2014,1,4,Midwest,St Louis,NC State,12
4,2014,1,4,Midwest,Louisville,Manhattan,13
6,2014,1,4,Midwest,Massachusetts,Tennessee,11
3,2014,1,4,Midwest,Duke,Mercer,14
7,2014,1,4,Midwest,Texas,Arizona St,10
2,2014,1,4,Midwest,Michigan,Wofford,15
