Seed 1,Year,Round,Region Number,Region Name,Team 1,Team 2,Seed 2
1,1995,1,1,Midwest,Kansas,Colgate,16
8,1995,1,1,Midwest,Western Kentucky,Michigan,9
5,1995,1,1,Midwest,Arizona,Miami Ohio,12
4,1995,1,1,Midwest,Virginia,Nicholls St,13
6,1995,1,1,Midwest,Memphis,Louisville,11
3,1995,1,1,Midwest,Purdue,Wisconsin Green Bay,14
7,1995,1,1,Midwest,Syracuse,Southern Illinois,10
2,1995,1,1,Midwest,Arkansas,Texas Southern,15
1,1995,1,2,Southeast,Kentucky,Mount St Marys,16
8,1995,1,2,Southeast,BYU,Tulane,9
5,1995,1,2,Southeast,Arizona St,Ball St,12
4,1995,1,2,Southeast,Oklahoma,Manhattan,13
6,1995,1,2,Southeast,Georgetown,Xavier,11
3,1995,1,2,Southeast,Michigan St,Weber St,14
7,1995,1,2,Southeast,Iowa St,Florida,10
2,1995,1,2,Southeast,North Carolina,Murray St,15
1,1995,1,3,East,Wake Forest,North Carolina A&T,16
8,1995,1,3,East,Minnesota,St Louis,9
5,1995,1,3,East,Alabama,Pennsylvania,12
4,1995,1,3,East,Oklahoma St,Drexel,13
6,1995,1,3,East,Tulsa,Illinois,11
3,1995,1,3,East,Villanova,Old Dominion,14
7,1995,1,3,East,Charlotte,Stanford,10
2,1995,1,3,East,Massachusetts,St Peters,15
1,1995,1,4,West,UCLA,Florida International,16
8,1995,1,4,West,Missouri,Indiana,9
5,1995,1,4,West,Mississippi St,Santa Clara,12
4,1995,1,4,West,Utah,Long Beach St,13
6,1995,1,4,West,Oregon,Texas,11
3,1995,1,4,West,Maryland,Gonzaga,14
7,1995,1,4,West,Cincinnati,Temple,10
2,1995,1,4,West,Connecticut,Chattanooga,15
