Seed 1,Year,Round,Region Number,Region Name,Team 1,Team 2,Seed 2
1,1992,1,1,Midwest,Kansas,Howard,16
8,1992,1,1,Midwest,Evansville,UTEP,9
5,1992,1,1,Midwest,Michigan St,Southwest Missouri St,12
4,1992,1,1,Midwest,Cincinnati,Delaware,13
6,1992,1,1,Midwest,Memphis,Pepperdine,11
3,1992,1,1,Midwest,Arkansas,Murray St,14
7,1992,1,1,Midwest,Georgia Tech,Houston,10
2,1992,1,1,Midwest,USC,Louisiana Monroe,15
1,1992,1,2,Southeast,Ohio St,Mississippi Valley St,16
8,1992,1,2,Southeast,Nebraska,Connecticut,9
5,1992,1,2,Southeast,Alabama,Stanford,12
4,1992,1,2,Southeast,North Carolina,Miami Ohio,13
6,1992,1,2,Southeast,Michigan,Temple,11
3,1992,1,2,Southeast,Arizona,East Tennessee St,14
7,1992,1,2,Southeast,St Johns,Tulane,10
2,1992,1,2,Southeast,Oklahoma St,Georgia Southern,15
1,1992,1,3,East,Duke,Campbell,16
8,1992,1,3,East,Texas,Iowa,9
5,1992,1,3,East,Missouri,West Virginia,12
4,1992,1,3,East,Seton Hall,La Salle,13
6,1992,1,3,East,Syracuse,Princeton,11
3,1992,1,3,East,Massachusetts,Fordham,14
7,1992,1,3,East,Charlotte,Iowa St,10
2,1992,1,3,East,Kentucky,Old Dominion,15
1,1992,1,4,West,UCLA,Robert Morris,16
8,1992,1,4,West,Louisville,Wake Forest,9
5,1992,1,4,West,DePaul,New Mexico St,12
4,1992,1,4,West,Oklahoma,Louisiana Lafayette,13
6,1992,1,4,West,Georgetown,South Florida,11
3,1992,1,4,West,Florida St,Montana,14
7,1992,1,4,West,LSU,BYU,10
2,1992,1,4,West,Indiana,Eastern Illinois,15
