Seed 1,Year,Round,Region Number,Region Name,Team 1,Team 2,Seed 2
1,1987,1,1,West,UNLV,Idaho St,16
8,1987,1,1,West,Georgia,Kansas St,9
5,1987,1,1,West,Virginia,Wyoming,12
4,1987,1,1,West,UCLA,Central Michigan,13
6,1987,1,1,West,Oklahoma,Tulsa,11
3,1987,1,1,West,Pittsburgh,Marist,14
7,1987,1,1,West,UTEP,Arizona,10
2,1987,1,1,West,Iowa,Santa Clara,15
1,1987,1,2,Midwest,Indiana,Fairfield,16
8,1987,1,2,Midwest,Auburn,San Diego,9
5,1987,1,2,Midwest,Duke,Texas A&M,12
4,1987,1,2,Midwest,Missouri,Xavier,13
6,1987,1,2,Midwest,St Johns,Wichita St,11
3,1987,1,2,Midwest,DePaul,Louisiana Tech,14
7,1987,1,2,Midwest,Georgia Tech,LSU,10
2,1987,1,2,Midwest,Temple,Southern,15
1,1987,1,3,Southeast,Georgetown,Bucknell,16
8,1987,1,3,Southeast,Kentucky,Ohio St,9
5,1987,1,3,Southeast,Kansas,Houston,12
4,1987,1,3,Southeast,Clemson,Southwest Missouri St,13
6,1987,1,3,Southeast,Providence,UAB,11
3,1987,1,3,Southeast,Illinois,Austin Peay,14
7,1987,1,3,Southeast,New Orleans,BYU,10
2,1987,1,3,Southeast,Alabama,North Carolina A&T,15
1,1987,1,4,East,North Carolina,Pennsylvania,16
8,1987,1,4,East,Navy,Michigan,9
5,1987,1,4,East,Notre Dame,Middle Tennessee St,12
4,1987,1,4,East,TCU,Marshall,13
6,1987,1,4,East,Florida,NC State,11
3,1987,1,4,East,Purdue,Northeastern,14
7,1987,1,4,East,West Virginia,Western Kentucky,10
2,1987,1,4,East,Syracuse,Georgia Southern,15
