Seed 1,Year,Round,Region Number,Region Name,Team 1,Team 2,Seed 2
1,1986,1,1,Southeast,Kentucky,Davidson,16
8,1986,1,1,Southeast,Western Kentucky,Nebraska,9
5,1986,1,1,Southeast,Alabama,Xavier,12
4,1986,1,1,Southeast,Illinois,Fairfield,13
6,1986,1,1,Southeast,Purdue,LSU,11
3,1986,1,1,Southeast,Memphis,Ball St,14
7,1986,1,1,Southeast,Virginia Tech,Villanova,10
2,1986,1,1,Southeast,Georgia Tech,Marist,15
1,1986,1,2,West,St Johns,Montana St,16
8,1986,1,2,West,Auburn,Arizona,9
5,1986,1,2,West,Maryland,Pepperdine,12
4,1986,1,2,West,UNLV,Louisiana Monroe,13
6,1986,1,2,West,UAB,Missouri,11
3,1986,1,2,West,North Carolina,Utah,14
7,1986,1,2,West,Bradley,UTEP,10
2,1986,1,2,West,Louisville,Drexel,15
1,1986,1,3,East,Duke,Mississippi Valley St,16
8,1986,1,3,East,Old Dominion,West Virginia,9
5,1986,1,3,East,Virginia,DePaul,12
4,1986,1,3,East,Oklahoma,Northeastern,13
6,1986,1,3,East,St Josephs,Richmond,11
3,1986,1,3,East,Indiana,Cleveland St,14
7,1986,1,3,East,Navy,Tulsa,10
2,1986,1,3,East,Syracuse,Brown,15
1,1986,1,4,Midwest,Kansas,North Carolina A&T,16
8,1986,1,4,Midwest,Jacksonville,Temple,9
5,1986,1,4,Midwest,Michigan St,Washington,12
4,1986,1,4,Midwest,Georgetown,Texas Tech,13
6,1986,1,4,Midwest,NC State,Iowa,11
3,1986,1,4,Midwest,Notre Dame,Arkansas Little Rock,14
7,1986,1,4,Midwest,Iowa St,Miami Ohio,10
2,1986,1,4,Midwest,Michigan,Akron,15
