Seed 1,Year,Round,Region Number,Region Name,Team 1,Team 2,Seed 2
1,2005,1,1,Midwest,Illinois,Fairleigh Dickinson,16
8,2005,1,1,Midwest,Texas,Nevada,9
5,2005,1,1,Midwest,Alabama,Wisconsin Milwaukee,12
4,2005,1,1,Midwest,Boston College,Pennsylvania,13
6,2005,1,1,Midwest,LSU,UAB,11
3,2005,1,1,Midwest,Arizona,Utah St,14
7,2005,1,1,Midwest,Southern Illinois,St Marys,10
2,2005,1,1,Midwest,Oklahoma St,Southeastern Louisiana,15
1,2005,1,2,West,Washington,Montana,16
8,2005,1,2,West,Pacific,Pittsburgh,9
5,2005,1,2,West,Georgia Tech,George Washington,12
4,2005,1,2,West,Louisville,Louisiana Lafayette,13
6,2005,1,2,West,Texas Tech,UCLA,11
3,2005,1,2,West,Gonzaga,Winthrop,14
7,2005,1,2,West,West Virginia,Creighton,10
2,2005,1,2,West,Wake Forest,Chattanooga,15
1,2005,1,3,East,North Carolina,Oakland,16
8,2005,1,3,East,Minnesota,Iowa St,9
5,2005,1,3,East,Villanova,New Mexico,12
4,2005,1,3,East,Florida,Ohio,13
6,2005,1,3,East,Wisconsin,Northern Iowa,11
3,2005,1,3,East,Kansas,Bucknell,14
7,2005,1,3,East,Charlotte,NC State,10
2,2005,1,3,East,Connecticut,Central Florida,15
1,2005,1,4,South,Duke,Delaware St,16
8,2005,1,4,South,Stanford,Mississippi St,9
5,2005,1,4,South,Michigan St,Old Dominion,12
4,2005,1,4,South,Syracuse,Vermont,13
6,2005,1,4,South,Utah,UTEP,11
3,2005,1,4,South,Oklahoma,Niagara,14
7,2005,1,4,South,Cincinnati,Iowa,10
2,2005,1,4,South,Kentucky,Eastern Kentucky,15
