Seed 1,Year,Round,Region Number,Region Name,Team 1,Team 2,Seed 2
1,2013,1,1,Midwest,Louisville,North Carolina A&T,16
8,2013,1,1,Midwest,Colorado St,Missouri,9
5,2013,1,1,Midwest,Oklahoma St,Oregon,12
4,2013,1,1,Midwest,St Louis,New Mexico St,13
6,2013,1,1,Midwest,Memphis,St Marys,11
3,2013,1,1,Midwest,Michigan St,Valparaiso,14
7,2013,1,1,Midwest,Creighton,Cincinnati,10
2,2013,1,1,Midwest,Duke,Albany,15
1,2013,1,2,West,Gonzaga,Southern,16
8,2013,1,2,West,Pittsburgh,Wichita St,9
5,2013,1,2,West,Wisconsin,Ole Miss,12
4,2013,1,2,West,Kansas St,La Salle,13
6,2013,1,2,West,Arizona,Belmont,11
3,2013,1,2,West,New Mexico,Harvard,14
7,2013,1,2,West,Notre Dame,Iowa St,10
2,2013,1,2,West,Ohio St,Iona,15
1,2013,1,3,South,Kansas,Western Kentucky,16
8,2013,1,3,South,North Carolina,Villanova,9
5,2013,1,3,South,VCU,Akron,12
4,2013,1,3,South,Michigan,South Dakota St,13
6,2013,1,3,South,UCLA,Minnesota,11
3,2013,1,3,South,Florida,Northwestern St,14
7,2013,1,3,South,San Diego St,Oklahoma,10
2,2013,1,3,South,Georgetown,Florida Gulf Coast,15
1,2013,1,4,East,Indiana,James Madison,16
8,2013,1,4,East,NC State,Temple,9
5,2013,1,4,East,UNLV,California,12
4,2013,1,4,East,Syracuse,Montana,13
6,2013,1,4,East,Butler,Bucknell,11
3,2013,1,4,East,Marquette,Davidson,14
7,2013,1,4,East,Illinois,Colorado,10
2,2013,1,4,East,Miami,Pacific,15
